TaskID,目标区域,开工小时,等待_h,时延_ms
23862,RegionF,710,0.0,5.0
23863,RegionA,73,0.0,5.0
23864,RegionA,2237,0.0,5.0
23865,RegionB,1920,0.0,5.0
23866,RegionD,1948,0.0,5.0
23867,RegionE,1416,0.0,5.0
23868,RegionF,908,0.0,5.0
23869,RegionE,1157,0.0,5.0
23870,RegionA,545,0.0,5.0
23871,RegionB,867,0.0,5.0
23872,RegionD,925,0.0,5.0
23873,RegionE,531,0.0,5.0
23874,RegionC,1080,0.0,5.0
23875,RegionC,1474,0.0,5.0
23876,RegionA,1953,0.0,5.0
23877,RegionA,743,0.0,5.0
23878,RegionB,1868,0.0,5.0
23879,RegionC,1483,0.0,5.0
23880,RegionD,1388,0.0,5.0
23881,RegionC,675,0.0,5.0
23882,RegionE,2134,0.0,5.0
23883,RegionB,1410,0.0,5.0
23884,RegionA,381,0.0,5.0
23885,RegionB,1154,0.0,5.0
23886,RegionE,1265,0.0,5.0
23887,RegionD,142,0.0,5.0
23888,RegionC,1550,0.0,5.0
23889,RegionA,2175,0.0,5.0
23890,RegionA,2385,0.0,5.0
23891,RegionB,2188,0.0,5.0
23892,RegionC,2220,0.0,5.0
23893,RegionE,1219,0.0,5.0
23894,RegionC,64,0.0,5.0
23895,RegionF,1168,0.0,5.0
23896,RegionA,1356,0.0,5.0
23897,RegionD,2295,0.0,5.0
23898,RegionB,1509,0.0,5.0
23899,RegionE,2060,0.0,5.0
23900,RegionE,1274,0.0,5.0
23901,RegionE,1944,0.0,5.0
23902,RegionF,1570,0.0,5.0
23903,RegionC,1001,0.0,5.0
23904,RegionD,727,0.0,5.0
23905,RegionD,1394,0.0,5.0
23906,RegionB,535,0.0,5.0
23907,RegionE,223,0.0,5.0
23908,RegionC,1299,0.0,5.0
23909,RegionA,1668,0.0,5.0
23910,RegionA,1719,0.0,5.0
23911,RegionD,1942,0.0,5.0
23912,RegionE,1187,0.0,5.0
23913,RegionD,1823,0.0,5.0
23914,RegionF,1852,0.0,5.0
23915,RegionF,279,0.0,5.0
23916,RegionC,2332,0.0,5.0
23917,RegionD,1779,0.0,5.0
23918,RegionB,1696,0.0,5.0
23919,RegionE,321,0.0,5.0
23920,RegionC,2351,0.0,5.0
23921,RegionE,1190,0.0,5.0
23922,RegionA,1343,0.0,5.0
23923,RegionD,553,0.0,5.0
23924,RegionD,264,0.0,5.0
23925,RegionB,2294,0.0,5.0
23926,RegionD,1794,0.0,5.0
23927,RegionC,940,0.0,5.0
23928,RegionF,1360,0.0,5.0
23929,RegionB,211,0.0,5.0
23930,RegionA,1150,0.0,5.0
23931,RegionC,875,0.0,5.0
23932,RegionD,1996,0.0,5.0
23933,RegionE,1730,0.0,5.0
23934,RegionC,1642,0.0,5.0
23935,RegionA,805,0.0,5.0
23936,RegionD,2389,0.0,5.0
23937,RegionB,1446,0.0,5.0
23938,RegionC,2304,0.0,5.0
23939,RegionE,2021,0.0,5.0
23940,RegionF,1903,0.0,5.0
23941,RegionF,351,0.0,5.0
23942,RegionB,1960,0.0,5.0
23943,RegionD,629,0.0,5.0
23944,RegionB,83,0.0,5.0
23945,RegionB,2253,0.0,5.0
23946,RegionE,505,0.0,5.0
23947,RegionC,123,0.0,5.0
23948,RegionF,1046,0.0,5.0
23949,RegionA,2066,0.0,5.0
23950,RegionB,1704,0.0,5.0
23951,RegionD,236,0.0,5.0
23952,RegionD,746,0.0,5.0
23953,RegionE,351,0.0,5.0
23954,RegionF,2000,0.0,5.0
23955,RegionA,1393,0.0,5.0
23956,RegionA,1037,0.0,5.0
23957,RegionD,175,0.0,5.0
23958,RegionE,1628,0.0,5.0
23959,RegionD,402,0.0,5.0
23960,RegionF,57,0.0,5.0
23961,RegionF,2094,0.0,5.0
23962,RegionA,6,0.0,5.0
23963,RegionD,1086,0.0,5.0
23964,RegionD,1446,0.0,5.0
23965,RegionE,1981,0.0,5.0
23966,RegionC,1117,0.0,5.0
23967,RegionC,714,0.0,5.0
23968,RegionA,1200,0.0,5.0
23969,RegionD,1614,0.0,5.0
23970,RegionB,1431,0.0,5.0
23971,RegionE,526,0.0,5.0
23972,RegionE,1218,0.0,5.0
23973,RegionF,812,0.0,5.0
23974,RegionE,1414,0.0,5.0
23975,RegionA,1870,0.0,5.0
23976,RegionA,1903,0.0,5.0
23977,RegionB,1359,0.0,5.0
23978,RegionB,737,0.0,5.0
23979,RegionE,889,0.0,5.0
23980,RegionE,842,0.0,5.0
23981,RegionA,1341,0.0,5.0
23982,RegionA,1769,0.0,5.0
23983,RegionB,1528,0.0,5.0
23984,RegionD,1832,0.0,5.0
23985,RegionE,1982,0.0,5.0
23986,RegionE,1819,0.0,5.0
23987,RegionE,1026,0.0,5.0
23988,RegionB,532,0.0,5.0
23989,RegionB,1371,0.0,5.0
23990,RegionD,1974,0.0,5.0
23991,RegionD,196,0.0,5.0
23992,RegionC,285,0.0,5.0
23993,RegionC,1226,0.0,5.0
23994,RegionA,1792,0.0,5.0
23995,RegionD,377,0.0,5.0
23996,RegionB,4,0.0,5.0
23997,RegionC,1955,0.0,5.0
23998,RegionB,746,0.0,5.0
23999,RegionF,122,0.0,5.0
24000,RegionF,349,0.0,5.0
24001,RegionB,2361,0.0,5.0
24002,RegionD,144,0.0,5.0
24003,RegionB,1082,0.0,5.0
24004,RegionC,1609,0.0,5.0
24005,RegionE,1688,0.0,5.0
24006,RegionF,2037,0.0,5.0
24007,RegionF,1118,0.0,5.0
24008,RegionA,620,0.0,5.0
24009,RegionD,369,0.0,5.0
24010,RegionC,490,0.0,5.0
24011,RegionB,1187,0.0,5.0
24012,RegionC,1508,0.0,5.0
24013,RegionF,1733,0.0,5.0
24014,RegionB,1003,0.0,5.0
24015,RegionD,206,0.0,5.0
24016,RegionB,629,0.0,5.0
24017,RegionC,807,0.0,5.0
24018,RegionD,2346,0.0,5.0
24019,RegionE,591,0.0,5.0
24020,RegionF,1334,0.0,5.0
24021,RegionC,1824,0.0,5.0
24022,RegionD,1555,0.0,5.0
24023,RegionC,847,0.0,5.0
24024,RegionD,43,0.0,5.0
24025,RegionD,2294,0.0,5.0
24026,RegionC,226,0.0,5.0
24027,RegionA,2044,0.0,5.0
24028,RegionA,2140,0.0,5.0
24029,RegionD,917,0.0,5.0
24030,RegionD,1218,0.0,5.0
24031,RegionD,1581,0.0,5.0
24032,RegionE,1700,0.0,5.0
24033,RegionF,294,0.0,5.0
24034,RegionA,1551,0.0,5.0
24035,RegionA,1066,0.0,5.0
24036,RegionD,838,0.0,5.0
24037,RegionE,1658,0.0,5.0
24038,RegionE,968,0.0,5.0
24039,RegionC,2347,0.0,5.0
24040,RegionA,721,0.0,5.0
24041,RegionA,1367,0.0,5.0
24042,RegionB,1221,0.0,5.0
24043,RegionC,913,0.0,5.0
24044,RegionE,156,0.0,5.0
24045,RegionF,1304,0.0,5.0
24046,RegionE,1379,0.0,5.0
24047,RegionA,1642,0.0,5.0
24048,RegionA,67,0.0,5.0
24049,RegionB,1613,0.0,5.0
24050,RegionB,1597,0.0,5.0
24051,RegionC,483,0.0,5.0
24052,RegionC,1469,0.0,5.0
24053,RegionA,316,0.0,5.0
24054,RegionA,1060,0.0,5.0
24055,RegionA,1824,0.0,5.0
24056,RegionD,1893,0.0,5.0
24057,RegionE,227,0.0,5.0
24058,RegionE,2053,0.0,5.0
24059,RegionD,370,0.0,5.0
24060,RegionA,1490,0.0,5.0
24061,RegionA,1951,0.0,5.0
24062,RegionD,1009,0.0,5.0
24063,RegionE,1702,0.0,5.0
24064,RegionD,655,0.0,5.0
24065,RegionE,668,0.0,5.0
24066,RegionF,1298,0.0,5.0
24067,RegionC,2228,0.0,5.0
24068,RegionB,1804,0.0,5.0
24069,RegionC,1920,0.0,5.0
24070,RegionE,250,0.0,5.0
24071,RegionD,1476,0.0,5.0
24072,RegionF,2116,0.0,5.0
24073,RegionB,2395,0.0,5.0
24074,RegionD,151,0.0,5.0
24075,RegionB,365,0.0,5.0
24076,RegionB,1573,0.0,5.0
24077,RegionE,393,0.0,5.0
24078,RegionE,1197,0.0,5.0
24079,RegionF,2249,0.0,5.0
24080,RegionA,1958,0.0,5.0
24081,RegionA,203,0.0,5.0
24082,RegionD,521,0.0,5.0
24083,RegionE,1012,0.0,5.0
24084,RegionC,429,0.0,5.0
24085,RegionC,527,0.0,5.0
24086,RegionA,2086,0.0,5.0
24087,RegionD,798,0.0,5.0
24088,RegionB,1072,0.0,5.0
24089,RegionC,80,0.0,5.0
24090,RegionB,263,0.0,5.0
24091,RegionC,1779,0.0,5.0
24092,RegionF,2194,0.0,5.0
24093,RegionA,310,0.0,5.0
24094,RegionB,2046,0.0,5.0
24095,RegionC,342,0.0,5.0
24096,RegionE,554,0.0,5.0
24097,RegionE,276,0.0,5.0
24098,RegionF,1089,0.0,5.0
24099,RegionA,1533,0.0,5.0
24100,RegionA,1446,0.0,5.0
24101,RegionB,348,0.0,5.0
24102,RegionC,1784,0.0,5.0
24103,RegionE,1493,0.0,5.0
24104,RegionE,2285,0.0,5.0
24105,RegionF,641,0.0,5.0
24106,RegionA,901,0.0,5.0
24107,RegionD,1509,0.0,5.0
24108,RegionB,531,0.0,5.0
24109,RegionE,2239,0.0,5.0
24110,RegionD,2278,0.0,5.0
24111,RegionE,105,0.0,5.0
24112,RegionF,798,0.0,5.0
24113,RegionA,619,0.0,5.0
24114,RegionA,2240,0.0,5.0
24115,RegionD,726,0.0,5.0
24116,RegionE,912,0.0,5.0
24117,RegionC,1461,0.0,5.0
24118,RegionD,2224,0.0,5.0
24119,RegionA,2159,0.0,5.0
24120,RegionD,2039,0.0,5.0
24121,RegionB,1534,0.0,5.0
24122,RegionE,794,0.0,5.0
24123,RegionD,1679,0.0,5.0
24124,RegionE,1984,0.0,5.0
24125,RegionF,1681,0.0,5.0
24126,RegionC,1268,0.0,5.0
24127,RegionD,2043,0.0,5.0
24128,RegionC,1689,0.0,5.0
24129,RegionD,1474,0.0,5.0
24130,RegionD,138,0.0,5.0
24131,RegionF,618,0.0,5.0
24132,RegionA,1005,0.0,5.0
24133,RegionA,40,0.0,5.0
24134,RegionB,2255,0.0,5.0
24135,RegionC,201,0.0,5.0
24136,RegionE,2237,0.0,5.0
24137,RegionC,2211,0.0,5.0
24138,RegionF,1294,0.0,5.0
24139,RegionA,1271,0.0,5.0
24140,RegionB,104,0.0,5.0
24141,RegionD,1386,0.0,5.0
24142,RegionE,455,0.0,5.0
24143,RegionE,49,0.0,5.0
24144,RegionE,2169,0.0,5.0
24145,RegionA,445,0.0,5.0
24146,RegionA,2302,0.0,5.0
24147,RegionD,2277,0.0,5.0
24148,RegionD,1722,0.0,5.0
24149,RegionD,2014,0.0,5.0
24150,RegionE,1038,0.0,5.0
24151,RegionF,1782,0.0,5.0
24152,RegionA,868,0.0,5.0
24153,RegionB,2176,0.0,5.0
24154,RegionD,2244,0.0,5.0
24155,RegionD,1543,0.0,5.0
24156,RegionC,1573,0.0,5.0
24157,RegionF,1211,0.0,5.0
24158,RegionA,1353,0.0,5.0
24159,RegionA,898,0.0,5.0
24160,RegionA,1230,0.0,5.0
24161,RegionC,1813,0.0,5.0
24162,RegionD,2351,0.0,5.0
24163,RegionE,937,0.0,5.0
24164,RegionD,1964,0.0,5.0
24165,RegionB,605,0.0,5.0
24166,RegionA,1762,0.0,5.0
24167,RegionB,2056,0.0,5.0
24168,RegionB,304,0.0,5.0
24169,RegionD,2,0.0,5.0
24170,RegionC,895,0.0,5.0
24171,RegionF,1188,0.0,5.0
24172,RegionA,2250,0.0,5.0
24173,RegionD,2042,0.0,5.0
24174,RegionB,1180,0.0,5.0
24175,RegionD,205,0.0,5.0
24176,RegionE,674,0.0,5.0
24177,RegionD,1186,0.0,5.0
24178,RegionA,1308,0.0,5.0
24179,RegionD,15,0.0,5.0
24180,RegionB,1938,0.0,5.0
24181,RegionB,1706,0.0,5.0
24182,RegionC,1958,0.0,5.0
24183,RegionF,2308,0.0,5.0
24184,RegionF,671,0.0,5.0
24185,RegionC,311,0.0,5.0
24186,RegionB,1455,0.0,5.0
24187,RegionD,1993,0.0,5.0
24188,RegionD,967,0.0,5.0
24189,RegionD,1546,0.0,5.0
24190,RegionC,2343,0.0,5.0
24191,RegionA,1298,0.0,5.0
24192,RegionD,470,0.0,5.0
24193,RegionD,2280,0.0,5.0
24194,RegionB,1798,0.0,5.0
24195,RegionD,1985,0.0,5.0
24196,RegionF,949,0.0,5.0
24197,RegionF,1785,0.0,5.0
24198,RegionA,839,0.0,5.0
24199,RegionD,1807,0.0,5.0
24200,RegionD,2165,0.0,5.0
24201,RegionE,1433,0.0,5.0
24202,RegionE,1844,0.0,5.0
24203,RegionE,2072,0.0,5.0
24204,RegionA,1418,0.0,5.0
24205,RegionD,1483,0.0,5.0
24206,RegionB,477,0.0,5.0
24207,RegionB,463,0.0,5.0
24208,RegionE,2192,0.0,5.0
24209,RegionE,1074,0.0,5.0
24210,RegionF,1598,0.0,5.0
24211,RegionA,1782,0.0,5.0
24212,RegionA,2312,0.0,5.0
24213,RegionB,741,0.0,5.0
24214,RegionC,1961,0.0,5.0
24215,RegionD,1955,0.0,5.0
24216,RegionE,1979,0.0,5.0
24217,RegionA,970,0.0,5.0
24218,RegionA,646,0.0,5.0
24219,RegionA,580,0.0,5.0
24220,RegionB,2079,0.0,5.0
24221,RegionD,2110,0.0,5.0
24222,RegionE,1820,0.0,5.0
24223,RegionF,1570,0.0,5.0
24224,RegionA,333,0.0,5.0
24225,RegionD,2305,0.0,5.0
24226,RegionD,1921,0.0,5.0
24227,RegionC,1529,0.0,5.0
24228,RegionD,2203,0.0,5.0
24229,RegionC,519,0.0,5.0
24230,RegionF,767,0.0,5.0
24231,RegionC,165,0.0,5.0
24232,RegionD,116,0.0,5.0
24233,RegionB,1325,0.0,5.0
24234,RegionE,50,0.0,5.0
24235,RegionD,1174,0.0,5.0
24236,RegionF,464,0.0,5.0
24237,RegionA,942,0.0,5.0
24238,RegionB,1319,0.0,5.0
24239,RegionD,1492,0.0,5.0
24240,RegionC,132,0.0,5.0
24241,RegionD,2323,0.0,5.0
24242,RegionC,2341,0.0,5.0
24243,RegionE,1135,0.0,5.0
24244,RegionA,757,0.0,5.0
24245,RegionB,1674,0.0,5.0
24246,RegionB,1922,0.0,5.0
24247,RegionB,551,0.0,5.0
24248,RegionC,959,0.0,5.0
24249,RegionC,226,0.0,5.0
24250,RegionA,1377,0.0,5.0
24251,RegionA,828,0.0,5.0
24252,RegionB,797,0.0,5.0
24253,RegionD,1509,0.0,5.0
24254,RegionE,1934,0.0,5.0
24255,RegionE,2397,0.0,5.0
24256,RegionF,2218,0.0,5.0
24257,RegionA,2336,0.0,5.0
24258,RegionB,640,0.0,5.0
24259,RegionD,761,0.0,5.0
24260,RegionE,491,0.0,5.0
24261,RegionE,1652,0.0,5.0
24262,RegionC,2151,0.0,5.0
24263,RegionA,2294,0.0,5.0
24264,RegionA,1332,0.0,5.0
24265,RegionD,1927,0.0,5.0
24266,RegionD,2261,0.0,5.0
24267,RegionB,1950,0.0,5.0
24268,RegionC,1904,0.0,5.0
24269,RegionF,1013,0.0,5.0
24270,RegionA,1920,0.0,5.0
24271,RegionB,899,0.0,5.0
24272,RegionD,2111,0.0,5.0
24273,RegionE,1012,0.0,5.0
24274,RegionD,1576,0.0,5.0
24275,RegionE,111,0.0,5.0
24276,RegionF,2046,0.0,5.0
24277,RegionD,2332,0.0,5.0
24278,RegionB,2061,0.0,5.0
24279,RegionC,1372,0.0,5.0
24280,RegionB,226,0.0,5.0
24281,RegionF,1197,0.0,5.0
24282,RegionF,1490,0.0,5.0
24283,RegionB,189,0.0,5.0
24284,RegionB,575,0.0,5.0
24285,RegionD,1637,0.0,5.0
24286,RegionB,111,0.0,5.0
24287,RegionE,334,0.0,5.0
24288,RegionC,1808,0.0,5.0
24289,RegionF,947,0.0,5.0
24290,RegionC,745,0.0,5.0
24291,RegionD,604,0.0,5.0
24292,RegionC,1456,0.0,5.0
24293,RegionB,1837,0.0,5.0
24294,RegionE,648,0.0,5.0
24295,RegionF,1186,0.0,5.0
24296,RegionA,973,0.0,5.0
24297,RegionA,1362,0.0,5.0
24298,RegionD,1246,0.0,5.0
24299,RegionE,321,0.0,5.0
24300,RegionE,1438,0.0,5.0
24301,RegionE,2047,0.0,5.0
24302,RegionE,277,0.0,5.0
24303,RegionA,1810,0.0,5.0
24304,RegionB,832,0.0,5.0
24305,RegionD,2257,0.0,5.0
24306,RegionE,1811,0.0,5.0
24307,RegionC,1138,0.0,5.0
24308,RegionF,1293,0.0,5.0
24309,RegionA,370,0.0,5.0
24310,RegionD,2265,0.0,5.0
24311,RegionB,140,0.0,5.0
24312,RegionD,2051,0.0,5.0
24313,RegionD,29,0.0,5.0
24314,RegionE,1348,0.0,5.0
24315,RegionF,1291,0.0,5.0
24316,RegionA,2255,0.0,5.0
24317,RegionA,1493,0.0,5.0
24318,RegionB,1605,0.0,5.0
24319,RegionD,1954,0.0,5.0
24320,RegionC,1791,0.0,5.0
24321,RegionF,888,0.0,5.0
24322,RegionA,1519,0.0,5.0
24323,RegionA,1857,0.0,5.0
24324,RegionD,98,0.0,5.0
24325,RegionC,336,0.0,5.0
24326,RegionB,186,0.0,5.0
24327,RegionE,1701,0.0,5.0
24328,RegionF,744,0.0,5.0
24329,RegionA,526,0.0,5.0
24330,RegionD,437,0.0,5.0
24331,RegionB,1589,0.0,5.0
24332,RegionE,992,0.0,5.0
24333,RegionE,1842,0.0,5.0
24334,RegionC,750,0.0,5.0
24335,RegionF,2132,0.0,5.0
24336,RegionA,919,0.0,5.0
24337,RegionB,2331,0.0,5.0
24338,RegionD,637,0.0,5.0
24339,RegionB,1182,0.0,5.0
24340,RegionF,2349,0.0,5.0
24341,RegionD,1270,0.0,5.0
24342,RegionA,912,0.0,5.0
24343,RegionB,423,0.0,5.0
24344,RegionB,988,0.0,5.0
24345,RegionB,1745,0.0,5.0
24346,RegionE,787,0.0,5.0
24347,RegionF,144,0.0,5.0
24348,RegionF,1523,0.0,5.0
24349,RegionC,883,0.0,5.0
24350,RegionA,1671,0.0,5.0
24351,RegionD,1068,0.0,5.0
24352,RegionE,2055,0.0,5.0
24353,RegionC,1741,0.0,5.0
24354,RegionF,506,0.0,5.0
24355,RegionA,1814,0.0,5.0
24356,RegionA,814,0.0,5.0
24357,RegionD,1616,0.0,5.0
24358,RegionC,1376,0.0,5.0
24359,RegionE,1694,0.0,5.0
24360,RegionC,1634,0.0,5.0
24361,RegionF,1969,0.0,5.0
24362,RegionA,1433,0.0,5.0
24363,RegionD,1457,0.0,5.0
24364,RegionC,997,0.0,5.0
24365,RegionE,1339,0.0,5.0
24366,RegionD,411,0.0,5.0
24367,RegionC,1304,0.0,5.0
24368,RegionA,1810,0.0,5.0
24369,RegionA,535,0.0,5.0
24370,RegionB,48,0.0,5.0
24371,RegionC,160,0.0,5.0
24372,RegionB,1344,0.0,5.0
24373,RegionF,2183,0.0,5.0
24374,RegionF,2056,0.0,5.0
24375,RegionB,264,0.0,5.0
24376,RegionA,2214,0.0,5.0
24377,RegionB,1332,0.0,5.0
24378,RegionE,1833,0.0,5.0
24379,RegionC,865,0.0,5.0
24380,RegionE,1984,0.0,5.0
24381,RegionA,1195,0.0,5.0
24382,RegionA,1935,0.0,5.0
24383,RegionD,610,0.0,5.0
24384,RegionB,2156,0.0,5.0
24385,RegionB,626,0.0,5.0
24386,RegionE,467,0.0,5.0
24387,RegionD,1172,0.0,5.0
24388,RegionA,1514,0.0,5.0
24389,RegionA,1912,0.0,5.0
24390,RegionD,1240,0.0,5.0
24391,RegionE,1002,0.0,5.0
24392,RegionC,1663,0.0,5.0
24393,RegionE,56,0.0,5.0
24394,RegionF,486,0.0,5.0
24395,RegionA,469,0.0,5.0
24396,RegionA,1406,0.0,5.0
24397,RegionD,1502,0.0,5.0
24398,RegionE,1566,0.0,5.0
24399,RegionE,365,0.0,5.0
24400,RegionD,1165,0.0,5.0
24401,RegionA,1128,0.0,5.0
24402,RegionB,1459,0.0,5.0
24403,RegionB,172,0.0,5.0
24404,RegionB,1277,0.0,5.0
24405,RegionD,2260,0.0,5.0
24406,RegionE,138,0.0,5.0
24407,RegionF,2268,0.0,5.0
24408,RegionC,564,0.0,5.0
24409,RegionA,1956,0.0,5.0
24410,RegionB,1663,0.0,5.0
24411,RegionE,152,0.0,5.0
24412,RegionE,1574,0.0,5.0
24413,RegionF,1260,0.0,5.0
24414,RegionA,991,0.0,5.0
24415,RegionA,1790,0.0,5.0
24416,RegionD,1426,0.0,5.0
24417,RegionD,2073,0.0,5.0
24418,RegionB,922,0.0,5.0
24419,RegionF,1612,0.0,5.0
24420,RegionE,2303,0.0,5.0
24421,RegionA,1652,0.0,5.0
24422,RegionB,1995,0.0,5.0
24423,RegionB,674,0.0,5.0
24424,RegionD,1486,0.0,5.0
24425,RegionD,2088,0.0,5.0
24426,RegionF,398,0.0,5.0
24427,RegionA,157,0.0,5.0
24428,RegionD,904,0.0,5.0
24429,RegionA,1431,0.0,5.0
24430,RegionB,1215,0.0,5.0
24431,RegionE,753,0.0,5.0
24432,RegionE,1114,0.0,5.0
24433,RegionF,1666,0.0,5.0
24434,RegionA,1014,0.0,5.0
24435,RegionD,144,0.0,5.0
24436,RegionB,142,0.0,5.0
24437,RegionC,1462,0.0,5.0
24438,RegionC,2247,0.0,5.0
24439,RegionC,1119,0.0,5.0
24440,RegionA,2253,0.0,5.0
24441,RegionD,1708,0.0,5.0
24442,RegionB,678,0.0,5.0
24443,RegionC,427,0.0,5.0
24444,RegionD,41,0.0,5.0
24445,RegionF,2356,0.0,5.0
24446,RegionF,448,0.0,5.0
24447,RegionB,1792,0.0,5.0
24448,RegionA,2312,0.0,5.0
24449,RegionD,2056,0.0,5.0
24450,RegionC,863,0.0,5.0
24451,RegionC,2039,0.0,5.0
24452,RegionC,2052,0.0,5.0
24453,RegionF,1630,0.0,5.0
24454,RegionA,2184,0.0,5.0
24455,RegionD,420,0.0,5.0
24456,RegionB,72,0.0,5.0
24457,RegionB,2234,0.0,5.0
24458,RegionD,1555,0.0,5.0
24459,RegionF,444,0.0,5.0
24460,RegionB,739,0.0,5.0
24461,RegionD,392,0.0,5.0
24462,RegionB,223,0.0,5.0
24463,RegionB,1560,0.0,5.0
24464,RegionD,1333,0.0,5.0
24465,RegionE,1674,0.0,5.0
24466,RegionF,628,0.0,5.0
24467,RegionA,1798,0.0,5.0
24468,RegionA,457,0.0,5.0
24469,RegionB,1430,0.0,5.0
24470,RegionB,1727,0.0,5.0
24471,RegionC,521,0.0,5.0
24472,RegionE,1648,0.0,5.0
24473,RegionA,2050,0.0,5.0
24474,RegionA,1616,0.0,5.0
24475,RegionA,662,0.0,5.0
24476,RegionD,1452,0.0,5.0
24477,RegionD,2393,0.0,5.0
24478,RegionE,2000,0.0,5.0
24479,RegionF,1490,0.0,5.0
24480,RegionA,2274,0.0,5.0
24481,RegionA,2310,0.0,5.0
24482,RegionD,2070,0.0,5.0
24483,RegionE,1848,0.0,5.0
24484,RegionC,1909,0.0,5.0
24485,RegionC,903,0.0,5.0
24486,RegionA,1379,0.0,5.0
24487,RegionA,385,0.0,5.0
24488,RegionB,150,0.0,5.0
24489,RegionC,706,0.0,5.0
24490,RegionD,337,0.0,5.0
24491,RegionE,1034,0.0,5.0
24492,RegionF,358,0.0,5.0
24493,RegionA,1363,0.0,5.0
24494,RegionA,1085,0.0,5.0
24495,RegionB,429,0.0,5.0
24496,RegionC,759,0.0,5.0
24497,RegionD,1070,0.0,5.0
24498,RegionE,1413,0.0,5.0
24499,RegionF,2048,0.0,5.0
24500,RegionC,587,0.0,5.0
24501,RegionD,1696,0.0,5.0
24502,RegionD,1170,0.0,5.0
24503,RegionE,1511,0.0,5.0
24504,RegionE,353,0.0,5.0
24505,RegionF,2348,0.0,5.0
24506,RegionA,897,0.0,5.0
24507,RegionD,1896,0.0,5.0
24508,RegionD,182,0.0,5.0
24509,RegionC,2072,0.0,5.0
24510,RegionD,1755,0.0,5.0
24511,RegionC,85,0.0,5.0
24512,RegionF,775,0.0,5.0
24513,RegionC,787,0.0,5.0
24514,RegionB,1009,0.0,5.0
24515,RegionD,1606,0.0,5.0
24516,RegionD,674,0.0,5.0
24517,RegionD,711,0.0,5.0
24518,RegionF,1707,0.0,5.0
24519,RegionA,1990,0.0,5.0
24520,RegionA,495,0.0,5.0
24521,RegionB,1788,0.0,5.0
24522,RegionC,1106,0.0,5.0
24523,RegionC,697,0.0,5.0
24524,RegionE,507,0.0,5.0
24525,RegionE,1443,0.0,5.0
24526,RegionA,1156,0.0,5.0
24527,RegionA,1333,0.0,5.0
24528,RegionC,1398,0.0,5.0
24529,RegionD,353,0.0,5.0
24530,RegionE,808,0.0,5.0
24531,RegionC,1762,0.0,5.0
24532,RegionA,624,0.0,5.0
24533,RegionA,851,0.0,5.0
24534,RegionD,1047,0.0,5.0
24535,RegionB,1474,0.0,5.0
24536,RegionD,296,0.0,5.0
24537,RegionC,2357,0.0,5.0
24538,RegionF,1440,0.0,5.0
24539,RegionA,542,0.0,5.0
24540,RegionD,1482,0.0,5.0
24541,RegionB,1971,0.0,5.0
24542,RegionD,27,0.0,5.0
24543,RegionD,1646,0.0,5.0
24544,RegionF,2061,0.0,5.0
24545,RegionA,252,0.0,5.0
24546,RegionD,1121,0.0,5.0
24547,RegionD,2152,0.0,5.0
24548,RegionB,54,0.0,5.0
24549,RegionD,640,0.0,5.0
24550,RegionE,294,0.0,5.0
24551,RegionD,1602,0.0,5.0
24552,RegionA,841,0.0,5.0
24553,RegionB,133,0.0,5.0
24554,RegionD,755,0.0,5.0
24555,RegionE,867,0.0,5.0
24556,RegionD,2168,0.0,5.0
24557,RegionC,1016,0.0,5.0
24558,RegionF,1665,0.0,5.0
24559,RegionA,648,0.0,5.0
24560,RegionB,1013,0.0,5.0
24561,RegionB,633,0.0,5.0
24562,RegionD,513,0.0,5.0
24563,RegionE,1831,0.0,5.0
24564,RegionF,1759,0.0,5.0
24565,RegionA,1193,0.0,5.0
24566,RegionB,1375,0.0,5.0
24567,RegionD,2083,0.0,5.0
24568,RegionB,2378,0.0,5.0
24569,RegionE,1199,0.0,5.0
24570,RegionE,2201,0.0,5.0
24571,RegionF,1875,0.0,5.0
24572,RegionA,2390,0.0,5.0
24573,RegionD,618,0.0,5.0
24574,RegionD,1185,0.0,5.0
24575,RegionD,794,0.0,5.0
24576,RegionC,824,0.0,5.0
24577,RegionF,2002,0.0,5.0
24578,RegionA,2027,0.0,5.0
24579,RegionA,1651,0.0,5.0
24580,RegionB,2066,0.0,5.0
24581,RegionC,18,0.0,5.0
24582,RegionE,1353,0.0,5.0
24583,RegionC,1656,0.0,5.0
24584,RegionF,1731,0.0,5.0
24585,RegionA,2053,0.0,5.0
24586,RegionA,764,0.0,5.0
24587,RegionB,783,0.0,5.0
24588,RegionB,1625,0.0,5.0
24589,RegionC,845,0.0,5.0
24590,RegionC,1981,0.0,5.0
24591,RegionA,60,0.0,5.0
24592,RegionA,996,0.0,5.0
24593,RegionB,168,0.0,5.0
24594,RegionB,2271,0.0,5.0
24595,RegionE,2187,0.0,5.0
24596,RegionC,775,0.0,5.0
24597,RegionE,417,0.0,5.0
24598,RegionB,1306,0.0,5.0
24599,RegionD,392,0.0,5.0
24600,RegionD,64,0.0,5.0
24601,RegionB,1630,0.0,5.0
24602,RegionD,1145,0.0,5.0
24603,RegionF,46,0.0,5.0
24604,RegionA,1022,0.0,5.0
24605,RegionA,553,0.0,5.0
24606,RegionD,238,0.0,5.0
24607,RegionB,909,0.0,5.0
24608,RegionE,2164,0.0,5.0
24609,RegionF,1496,0.0,5.0
24610,RegionD,294,0.0,5.0
24611,RegionA,1448,0.0,5.0
