Hour,TaskCount,TotalGPU,TotalGPUHour,Count_RegionA_RealTimeInference,GPU_RegionA_RealTimeInference,GPUHour_RegionA_RealTimeInference,Count_RegionA_BatchInference,GPU_RegionA_BatchInference,GPUHour_RegionA_BatchInference,Count_RegionA_AITraining,GPU_RegionA_AITraining,GPUHour_RegionA_AITraining,Count_RegionB_RealTimeInference,GPU_RegionB_RealTimeInference,GPUHour_RegionB_RealTimeInference,Count_RegionB_BatchInference,GPU_RegionB_BatchInference,GPUHour_RegionB_BatchInference,Count_RegionB_AITraining,GPU_RegionB_AITraining,GPUHour_RegionB_AITraining,Count_RegionC_RealTimeInference,GPU_RegionC_RealTimeInference,GPUHour_RegionC_RealTimeInference,Count_RegionC_BatchInference,GPU_RegionC_BatchInference,GPUHour_RegionC_BatchInference,Count_RegionC_AITraining,GPU_RegionC_AITraining,GPUHour_RegionC_AITraining,Count_RegionD_RealTimeInference,GPU_RegionD_RealTimeInference,GPUHour_RegionD_RealTimeInference,Count_RegionD_BatchInference,GPU_RegionD_BatchInference,GPUHour_RegionD_BatchInference,Count_RegionD_AITraining,GPU_RegionD_AITraining,GPUHour_RegionD_AITraining,Count_RegionE_RealTimeInference,GPU_RegionE_RealTimeInference,GPUHour_RegionE_RealTimeInference,Count_RegionE_BatchInference,GPU_RegionE_BatchInference,GPUHour_RegionE_BatchInference,Count_RegionE_AITraining,GPU_RegionE_AITraining,GPUHour_RegionE_AITraining,Count_RegionF_RealTimeInference,GPU_RegionF_RealTimeInference,GPUHour_RegionF_RealTimeInference,Count_RegionF_BatchInference,GPU_RegionF_BatchInference,GPUHour_RegionF_BatchInference,Count_RegionF_AITraining,GPU_RegionF_AITraining,GPUHour_RegionF_AITraining
1144,25,923,2194.3,5.0,14.0,53.666666666666664,1.0,12.0,60.8,1.0,34.0,18.133333333333333,1.0,5.0,17.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,74.81666666666666,1.0,22.0,122.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,201.0,202.45,1.0,3.0,9.149999999999999,2.0,19.0,63.75,2.0,136.0,181.56666666666666,0.0,0.0,0.0,1.0,19.0,104.81666666666666,5.0,440.0,1285.5166666666667
1145,18,578,1482.5333333333333,4.0,13.0,23.416666666666664,2.0,30.0,158.83333333333331,0.0,0.0,0.0,1.0,7.0,13.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,48.85,1.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,52.83333333333333,2.0,191.0,530.05,0.0,0.0,0.0,1.0,16.0,23.2,2.0,155.0,351.51666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,264.5333333333333
1146,21,712,2984.4166666666665,2.0,8.0,18.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,150.85000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,222.96666666666667,2.0,91.0,170.54999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.0,91.0,341.6333333333333,0.0,0.0,0.0,1.0,7.0,30.449999999999996,6.0,435.0,2024.7833333333333
1147,17,595,1103.1666666666667,1.0,7.0,41.88333333333333,1.0,12.0,16.4,0.0,0.0,0.0,1.0,2.0,11.933333333333334,1.0,4.0,2.2,1.0,125.0,95.83333333333334,2.0,7.0,9.383333333333333,2.0,36.0,64.69999999999999,2.0,81.0,284.56666666666666,0.0,0.0,0.0,1.0,16.0,48.0,2.0,90.0,156.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,85.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,286.5
1148,17,558,2103.2166666666667,3.0,17.0,56.6,1.0,14.0,85.16666666666666,0.0,0.0,0.0,3.0,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.483333333333333,0.0,0.0,0.0,1.0,123.0,446.9,1.0,2.0,12.9,0.0,0.0,0.0,1.0,101.0,52.18333333333334,0.0,0.0,0.0,1.0,14.0,19.833333333333336,1.0,93.0,336.35,1.0,4.0,5.733333333333333,1.0,17.0,86.69999999999999,2.0,148.0,936.3666666666668
1149,14,571,1309.3999999999999,1.0,5.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,38.91666666666667,0.0,0.0,0.0,2.0,175.0,391.21666666666664,3.0,18.0,38.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,204.0,616.2333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,199.26666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,20.299999999999997
1150,20,663,2162.3333333333335,4.0,16.0,79.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,21.916666666666668,1.0,19.0,39.583333333333336,2.0,92.0,433.01666666666665,2.0,4.0,15.0,2.0,34.0,32.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,394.0,1263.0666666666666,0.0,0.0,0.0,1.0,17.0,9.916666666666668,1.0,42.0,219.1,0.0,0.0,0.0,1.0,18.0,27.900000000000002,1.0,22.0,20.9
1151,15,501,1527.8833333333334,3.0,12.0,26.233333333333334,0.0,0.0,0.0,1.0,91.0,124.36666666666667,2.0,6.0,15.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.533333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,52.05,2.0,77.0,412.1666666666667,0.0,0.0,0.0,2.0,22.0,41.150000000000006,1.0,113.0,35.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,167.0,795.1666666666667
1152,19,379,1486.4,2.0,10.0,43.33333333333333,3.0,47.0,202.6,0.0,0.0,0.0,3.0,17.0,34.3,3.0,31.0,165.90000000000003,0.0,0.0,0.0,2.0,11.0,24.233333333333334,2.0,24.0,127.06666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,143.0,306.6,0.0,0.0,0.0,1.0,11.0,39.78333333333333,1.0,85.0,542.5833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,24,810,2055.866666666667,1.0,1.0,1.9666666666666666,3.0,53.0,198.43333333333334,0.0,0.0,0.0,1.0,2.0,6.633333333333334,1.0,11.0,31.9,2.0,143.0,538.3833333333333,1.0,5.0,22.083333333333336,3.0,27.0,71.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,116.33333333333334,2.0,197.0,314.03333333333336,1.0,3.0,12.5,1.0,13.0,30.766666666666666,2.0,146.0,165.56666666666666,0.0,0.0,0.0,2.0,24.0,77.1,2.0,157.0,468.33333333333337
1154,30,834,3357.3333333333335,4.0,12.0,36.45,2.0,32.0,62.866666666666674,1.0,37.0,141.21666666666667,3.0,19.0,57.28333333333333,2.0,20.0,81.26666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.466666666666667,3.0,125.0,601.55,0.0,0.0,0.0,1.0,20.0,92.33333333333333,3.0,152.0,577.35,0.0,0.0,0.0,2.0,35.0,109.78333333333333,3.0,242.0,849.2666666666667,1.0,2.0,3.033333333333333,2.0,33.0,139.36666666666667,2.0,97.0,602.1
1155,17,392,972.6,1.0,4.0,12.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,26.583333333333332,2.0,18.0,26.28333333333333,0.0,0.0,0.0,1.0,6.0,19.799999999999997,1.0,15.0,13.5,0.0,0.0,0.0,1.0,5.0,18.666666666666668,3.0,34.0,90.46666666666667,3.0,170.0,490.11666666666673,0.0,0.0,0.0,1.0,4.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,131.0,253.11666666666665
1156,18,521,2193.866666666667,3.0,18.0,55.2,2.0,40.0,156.26666666666665,0.0,0.0,0.0,2.0,10.0,23.433333333333334,1.0,22.0,118.06666666666666,0.0,0.0,0.0,1.0,1.0,5.566666666666666,1.0,4.0,7.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,82.95,1.0,105.0,530.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,13.033333333333333,1.0,7.0,26.366666666666667,1.0,10.0,47.0,3.0,260.0,1127.8000000000002
1157,19,405,1712.0666666666666,3.0,12.0,50.35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.866666666666667,2.0,31.0,152.85000000000002,0.0,0.0,0.0,2.0,9.0,22.883333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,315.98333333333335,1.0,2.0,0.7333333333333333,1.0,15.0,45.25,3.0,155.0,589.6333333333333,0.0,0.0,0.0,2.0,16.0,70.65,1.0,73.0,442.8666666666667
1158,21,268,848.0,5.0,24.0,67.36666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,33.55,1.0,19.0,87.08333333333333,0.0,0.0,0.0,4.0,21.0,89.16666666666666,1.0,10.0,14.333333333333334,1.0,23.0,88.16666666666667,0.0,0.0,0.0,1.0,4.0,5.733333333333333,2.0,126.0,362.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,100.29999999999998,0.0,0.0,0.0
1159,23,956,2855.35,3.0,10.0,35.65,1.0,17.0,77.06666666666666,1.0,75.0,456.25,2.0,12.0,39.2,2.0,23.0,103.61666666666665,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,41.91666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,332.0,864.9333333333333,0.0,0.0,0.0,2.0,23.0,101.91666666666667,3.0,288.0,881.6,0.0,0.0,0.0,1.0,18.0,105.6,1.0,123.0,147.6
1160,20,420,1289.2666666666667,3.0,15.0,46.31666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.75,2.0,37.0,153.81666666666666,0.0,0.0,0.0,2.0,9.0,28.566666666666666,2.0,19.0,37.36666666666667,0.0,0.0,0.0,1.0,7.0,6.6499999999999995,2.0,24.0,130.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,178.0,363.31666666666666,1.0,3.0,5.95,0.0,0.0,0.0,2.0,124.0,506.33333333333326
1161,17,494,1702.9166666666665,1.0,7.0,39.550000000000004,2.0,25.0,104.53333333333333,0.0,0.0,0.0,1.0,4.0,16.733333333333334,1.0,22.0,50.96666666666667,0.0,0.0,0.0,2.0,7.0,10.333333333333332,1.0,4.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,101.93333333333334,2.0,106.0,359.3833333333333,0.0,0.0,0.0,3.0,46.0,83.11666666666666,1.0,32.0,71.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,219.0,847.3
1162,20,823,1986.0166666666667,1.0,3.0,3.6499999999999995,0.0,0.0,0.0,1.0,102.0,47.6,2.0,11.0,26.01666666666667,1.0,4.0,5.666666666666667,0.0,0.0,0.0,2.0,9.0,11.066666666666666,0.0,0.0,0.0,2.0,240.0,735.0666666666666,0.0,0.0,0.0,1.0,8.0,37.06666666666667,2.0,146.0,519.8666666666667,0.0,0.0,0.0,3.0,39.0,132.3,1.0,123.0,57.4,0.0,0.0,0.0,1.0,11.0,64.16666666666666,3.0,127.0,346.15000000000003
1163,15,450,1327.7666666666667,2.0,9.0,13.15,2.0,30.0,113.89999999999999,0.0,0.0,0.0,1.0,6.0,36.5,1.0,16.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,6.966666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,61.333333333333336,1.0,6.0,30.299999999999997,0.0,0.0,0.0,2.0,187.0,813.55,0.0,0.0,0.0,2.0,21.0,57.31666666666667,2.0,137.0,141.95
1164,16,583,1582.1999999999998,2.0,5.0,32.03333333333333,1.0,11.0,24.566666666666666,0.0,0.0,0.0,1.0,1.0,3.933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,45.733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.783333333333333,2.0,194.0,407.1333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,133.0,773.6166666666666,0.0,0.0,0.0,1.0,22.0,9.533333333333333,2.0,184.0,272.8666666666667
1165,26,518,1644.2333333333333,4.0,14.0,25.333333333333332,1.0,11.0,37.03333333333333,0.0,0.0,0.0,5.0,23.0,95.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.3833333333333333,4.0,57.0,167.01666666666665,4.0,154.0,703.8166666666667,0.0,0.0,0.0,1.0,11.0,49.86666666666667,3.0,202.0,523.4166666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,19.833333333333332
1166,19,254,785.75,0.0,0.0,0.0,1.0,21.0,108.15,0.0,0.0,0.0,5.0,18.0,77.03333333333333,3.0,38.0,162.26666666666668,0.0,0.0,0.0,2.0,9.0,26.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.55,3.0,42.0,107.95,2.0,110.0,244.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,17.4,1.0,9.0,30.45,0.0,0.0,0.0
1167,29,654,1718.9,4.0,15.0,30.333333333333336,3.0,43.0,181.31666666666666,0.0,0.0,0.0,5.0,14.0,57.833333333333336,3.0,37.0,150.18333333333334,1.0,107.0,479.7166666666667,3.0,13.0,34.083333333333336,1.0,8.0,41.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,131.43333333333334,2.0,178.0,386.4666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,160.0,209.26666666666668,0.0,0.0,0.0,1.0,6.0,6.1,1.0,26.0,10.833333333333334
1168,21,601,1922.8666666666668,3.0,16.0,49.53333333333333,0.0,0.0,0.0,1.0,27.0,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,13.75,2.0,12.0,21.116666666666664,1.0,105.0,178.5,0.0,0.0,0.0,2.0,8.0,31.8,2.0,42.0,127.39999999999998,1.0,1.0,0.3,0.0,0.0,0.0,1.0,92.0,274.4666666666667,0.0,0.0,0.0,1.0,10.0,31.833333333333332,5.0,282.0,1093.3666666666666
1169,21,341,1250.6666666666667,2.0,6.0,25.099999999999998,3.0,46.0,190.33333333333334,0.0,0.0,0.0,4.0,17.0,17.766666666666666,2.0,11.0,35.833333333333336,0.0,0.0,0.0,1.0,4.0,18.4,3.0,42.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,16.6,1.0,9.0,29.1,3.0,188.0,735.9,0.0,0.0,0.0,1.0,14.0,64.63333333333333,0.0,0.0,0.0
1170,18,549,1008.3333333333333,3.0,12.0,21.083333333333336,2.0,30.0,70.71666666666667,0.0,0.0,0.0,2.0,9.0,21.283333333333335,1.0,13.0,21.016666666666666,0.0,0.0,0.0,1.0,2.0,0.7,1.0,19.0,62.06666666666666,1.0,75.0,132.5,0.0,0.0,0.0,1.0,10.0,19.5,3.0,211.0,372.4666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,16.683333333333334,0.0,0.0,0.0,1.0,21.0,103.25,1.0,56.0,167.06666666666666
1171,10,406,1701.05,0.0,0.0,0.0,2.0,28.0,174.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.866666666666666,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,324.26666666666665,0.0,0.0,0.0,1.0,8.0,32.13333333333333,1.0,77.0,241.26666666666665,0.0,0.0,0.0,1.0,21.0,130.55,2.0,191.0,787.9
1172,12,199,937.1666666666666,1.0,5.0,22.5,2.0,29.0,160.56666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,103.38333333333334,0.0,0.0,0.0,1.0,7.0,29.633333333333333,1.0,23.0,36.03333333333333,0.0,0.0,0.0,1.0,6.0,29.700000000000003,2.0,23.0,86.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,248.26666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,220.35000000000002
1173,23,707,1965.5666666666666,2.0,5.0,3.033333333333333,2.0,29.0,53.38333333333334,1.0,109.0,568.6166666666667,2.0,7.0,30.016666666666666,4.0,61.0,277.8666666666667,1.0,63.0,93.45,1.0,7.0,34.766666666666666,1.0,11.0,70.58333333333334,0.0,0.0,0.0,0.0,0.0,0.0,4.0,63.0,154.31666666666666,1.0,75.0,388.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,119.0,159.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,158.0,131.18333333333334
1174,24,819,2793.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,46.36666666666666,1.0,23.0,150.26666666666665,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,67.81666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,145.71666666666664,5.0,392.0,1045.4333333333334,1.0,7.0,19.25,2.0,25.0,152.93333333333334,2.0,115.0,598.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,188.0,567.2833333333333
1175,23,577,2359.633333333333,2.0,8.0,29.200000000000003,1.0,16.0,11.733333333333333,1.0,46.0,295.93333333333334,4.0,17.0,70.45,0.0,0.0,0.0,1.0,83.0,420.5333333333333,3.0,6.0,26.583333333333336,2.0,17.0,66.15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,50.050000000000004,2.0,83.0,297.6333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,125.0,520.5166666666667,0.0,0.0,0.0,1.0,12.0,58.60000000000001,2.0,133.0,512.25
1176,20,606,1302.2666666666667,1.0,5.0,19.75,1.0,9.0,46.650000000000006,0.0,0.0,0.0,3.0,9.0,15.083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,53.56666666666667,1.0,13.0,24.483333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,68.23333333333333,1.0,46.0,237.66666666666669,1.0,1.0,6.566666666666666,2.0,15.0,71.08333333333333,2.0,229.0,332.85,0.0,0.0,0.0,1.0,22.0,25.299999999999997,2.0,212.0,401.0333333333333
1177,16,597,2436.8666666666663,2.0,8.0,29.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,21.266666666666666,1.0,14.0,74.66666666666666,0.0,0.0,0.0,1.0,1.0,3.683333333333333,3.0,23.0,113.48333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,81.58333333333333,4.0,357.0,1533.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,169.0,579.9333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,19,764,2617.7,2.0,11.0,20.883333333333333,2.0,33.0,108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,19.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,249.0,868.5666666666666,0.0,0.0,0.0,3.0,37.0,154.25,1.0,54.0,96.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,5.0,371.0,1349.6499999999999
1179,26,908,2352.2666666666664,6.0,23.0,51.71666666666667,1.0,23.0,124.2,1.0,73.0,296.8666666666667,2.0,4.0,4.0,4.0,53.0,176.85,0.0,0.0,0.0,1.0,2.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,65.16666666666667,3.0,235.0,624.2666666666667,0.0,0.0,0.0,1.0,14.0,4.8999999999999995,2.0,138.0,493.73333333333335,0.0,0.0,0.0,0.0,0.0,0.0,3.0,328.0,506.8666666666666
1180,13,431,919.7666666666667,1.0,2.0,2.1333333333333333,3.0,56.0,163.06666666666666,0.0,0.0,0.0,1.0,3.0,11.850000000000001,1.0,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,159.0,332.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,3.0,178.0,370.23333333333335,1.0,7.0,4.55,1.0,22.0,31.533333333333335,0.0,0.0,0.0
1181,24,658,1938.1166666666666,4.0,16.0,48.1,3.0,48.0,152.4,0.0,0.0,0.0,1.0,4.0,14.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,39.93333333333334,2.0,18.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,40.5,0.0,0.0,0.0,2.0,24.0,88.11666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,25.8,6.0,471.0,1490.9333333333334
1182,18,630,2272.95,2.0,10.0,13.100000000000001,1.0,16.0,78.13333333333334,0.0,0.0,0.0,3.0,11.0,50.13333333333334,2.0,33.0,206.33333333333331,0.0,0.0,0.0,3.0,13.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,70.08333333333334,2.0,247.0,767.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,275.0,1030.5666666666666
1183,24,903,3463.6166666666663,1.0,3.0,12.2,2.0,31.0,128.35,0.0,0.0,0.0,2.0,12.0,16.616666666666667,1.0,13.0,22.099999999999998,1.0,93.0,31.0,0.0,0.0,0.0,3.0,33.0,115.68333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,55.733333333333334,4.0,313.0,1398.5333333333333,0.0,0.0,0.0,1.0,23.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,50.2,5.0,336.0,1495.1999999999998
1184,17,530,2904.133333333333,3.0,15.0,63.81666666666666,1.0,16.0,89.86666666666666,1.0,19.0,107.98333333333333,2.0,8.0,15.916666666666668,1.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,6.433333333333334,0.0,0.0,0.0,1.0,126.0,665.6999999999999,1.0,6.0,24.299999999999997,0.0,0.0,0.0,1.0,20.0,129.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,271.0,0.0,0.0,0.0,1.0,8.0,37.333333333333336,3.0,247.0,1482.1166666666668
1185,24,850,3044.0833333333335,2.0,7.0,37.46666666666666,0.0,0.0,0.0,1.0,42.0,169.4,2.0,4.0,23.083333333333332,3.0,29.0,136.63333333333333,2.0,123.0,152.88333333333333,1.0,1.0,5.066666666666666,0.0,0.0,0.0,1.0,58.0,313.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,3.0,134.0,439.23333333333335,0.0,0.0,0.0,3.0,39.0,93.41666666666667,3.0,219.0,1017.7666666666667,0.0,0.0,0.0,1.0,8.0,21.466666666666665,2.0,186.0,634.4666666666667
1186,17,539,1830.4,2.0,4.0,13.933333333333334,1.0,17.0,112.48333333333332,2.0,133.0,340.4166666666667,0.0,0.0,0.0,2.0,28.0,91.4,0.0,0.0,0.0,3.0,13.0,47.550000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7666666666666667,0.0,0.0,0.0,2.0,95.0,521.8333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,243.0,680.7666666666667,0.0,0.0,0.0,1.0,5.0,21.25,0.0,0.0,0.0
1187,28,967,3059.133333333333,2.0,9.0,41.199999999999996,0.0,0.0,0.0,1.0,79.0,367.35,2.0,12.0,22.966666666666665,1.0,17.0,96.61666666666667,0.0,0.0,0.0,2.0,13.0,40.71666666666666,7.0,91.0,237.23333333333335,0.0,0.0,0.0,1.0,1.0,0.4166666666666667,2.0,44.0,260.93333333333334,3.0,295.0,331.41666666666663,1.0,1.0,1.6333333333333333,1.0,5.0,22.083333333333336,4.0,392.0,1591.5,0.0,0.0,0.0,1.0,8.0,45.06666666666667,0.0,0.0,0.0
1188,20,409,1500.2666666666667,2.0,8.0,24.45,1.0,22.0,27.133333333333333,0.0,0.0,0.0,2.0,4.0,6.033333333333333,1.0,7.0,29.983333333333334,0.0,0.0,0.0,2.0,7.0,42.5,1.0,5.0,4.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,72.78333333333333,1.0,101.0,175.06666666666666,1.0,1.0,1.5666666666666667,3.0,43.0,162.0,2.0,55.0,318.4666666666667,0.0,0.0,0.0,1.0,4.0,20.333333333333332,1.0,124.0,615.8666666666667
1189,13,440,2162.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,80.18333333333334,1.0,114.0,638.4,1.0,6.0,38.199999999999996,1.0,8.0,18.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.6833333333333336,3.0,140.0,533.4166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,86.06666666666666,2.0,127.0,764.8333333333334
1190,26,661,2023.6166666666666,5.0,32.0,100.85000000000001,2.0,22.0,127.89999999999999,0.0,0.0,0.0,2.0,14.0,32.31666666666666,4.0,53.0,248.78333333333333,0.0,0.0,0.0,1.0,4.0,5.133333333333334,3.0,40.0,102.73333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.0,306.0333333333333,0.0,0.0,0.0,2.0,30.0,43.199999999999996,1.0,119.0,606.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,284.0,449.76666666666665
1191,25,693,2306.4,4.0,17.0,50.516666666666666,0.0,0.0,0.0,1.0,96.0,504.0,2.0,4.0,21.933333333333334,0.0,0.0,0.0,1.0,32.0,81.06666666666666,3.0,11.0,39.21666666666667,1.0,20.0,9.0,1.0,55.0,126.49999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0,424.1833333333334,2.0,7.0,27.78333333333333,2.0,36.0,139.41666666666666,2.0,127.0,352.05,0.0,0.0,0.0,2.0,39.0,27.683333333333334,2.0,134.0,503.05
1192,21,734,2595.9166666666665,4.0,12.0,52.36666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,17.533333333333335,1.0,13.0,60.23333333333334,0.0,0.0,0.0,1.0,5.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,22.666666666666668,2.0,34.0,51.0,5.0,350.0,1551.85,0.0,0.0,0.0,0.0,0.0,0.0,3.0,171.0,508.40000000000003,0.0,0.0,0.0,1.0,19.0,37.36666666666667,1.0,120.0,286.0
1193,23,888,2595.4666666666667,0.0,0.0,0.0,1.0,11.0,67.1,0.0,0.0,0.0,1.0,2.0,1.0333333333333334,3.0,42.0,89.5,0.0,0.0,0.0,1.0,2.0,2.3666666666666667,2.0,34.0,87.38333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,128.25,4.0,302.0,865.05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,247.0,759.3,0.0,0.0,0.0,1.0,17.0,43.06666666666666,3.0,191.0,552.4166666666666
