TaskID,区域,开工小时
13106,RegionD,2114
26098,RegionF,2112
28598,RegionE,2131
37927,RegionF,2130
32423,RegionA,2111
7580,RegionD,2126
29337,RegionF,2112
27358,RegionA,2112
27069,RegionA,2115
5920,RegionD,2114
29584,RegionF,2113
4160,RegionD,2110
5564,RegionB,2111
28168,RegionE,2114
4543,RegionD,2114
26762,RegionC,2110
40712,RegionF,2111
46802,RegionB,2112
38358,RegionB,2114
46395,RegionD,2109
12767,RegionD,2109
9651,RegionE,2113
13566,RegionD,2109
16685,RegionE,2113
15404,RegionE,2109
36038,RegionD,2111
37379,RegionD,2110
17668,RegionE,2112
27954,RegionD,2112
26221,RegionD,2111
24221,RegionF,2110
30714,RegionF,2109
11092,RegionF,2108
17685,RegionA,2109
7800,RegionE,2107
21565,RegionD,2113
1124,RegionD,2111
19315,RegionB,2108
35519,RegionD,2108
12189,RegionD,2108
45561,RegionE,2109
42458,RegionD,2112
15665,RegionF,2108
18342,RegionD,2111
16169,RegionC,2114
1090,RegionD,2108
15664,RegionB,2108
39998,RegionD,2113
18565,RegionC,2107
27673,RegionE,2111
39593,RegionB,2109
34295,RegionF,2109
10552,RegionE,2111
17158,RegionD,2106
270,RegionD,2113
1660,RegionE,2114
14813,RegionB,2110
48982,RegionD,2109
42782,RegionE,2109
20929,RegionD,2107
38237,RegionD,2113
24272,RegionA,2111
49539,RegionB,2111
31132,RegionD,2113
4129,RegionD,2108
33922,RegionF,2105
3724,RegionE,2109
34555,RegionB,2109
34617,RegionF,2110
46250,RegionD,2107
38935,RegionA,2106
47188,RegionE,2106
38997,RegionA,2105
18542,RegionD,2110
49284,RegionE,2107
9918,RegionD,2104
25686,RegionF,2110
29259,RegionB,2109
7551,RegionB,2106
12003,RegionF,2106
38387,RegionD,2106
1225,RegionD,2110
33408,RegionD,2110
1077,RegionE,2109
25820,RegionE,2109
36585,RegionE,2106
45948,RegionE,2108
12383,RegionD,2107
1646,RegionC,2107
23722,RegionC,2109
6262,RegionE,2103
40445,RegionE,2108
502,RegionF,2107
48353,RegionC,2109
32672,RegionF,2103
47996,RegionD,2103
29206,RegionB,2105
45058,RegionB,2107
46420,RegionB,2107
49001,RegionB,2106
22847,RegionA,2108
29859,RegionD,2106
16765,RegionE,2106
32704,RegionF,2102
36529,RegionC,2106
21990,RegionF,2107
38463,RegionE,2106
18764,RegionD,2103
18917,RegionE,2105
33121,RegionE,2103
14414,RegionF,2106
15759,RegionD,2105
31180,RegionA,2108
42511,RegionD,2104
7327,RegionD,2105
37973,RegionF,2105
3999,RegionE,2103
34052,RegionC,2103
46230,RegionD,2104
10334,RegionA,2106
47745,RegionD,2106
35831,RegionE,2104
39356,RegionD,2102
19218,RegionD,2106
12694,RegionA,2104
17180,RegionD,2102
14360,RegionA,2107
2443,RegionF,2106
6852,RegionE,2100
5577,RegionC,2106
39884,RegionD,2100
18007,RegionD,2107
35894,RegionB,2103
10584,RegionB,2101
46117,RegionF,2101
9999,RegionA,2102
2407,RegionC,2104
47659,RegionB,2105
18707,RegionD,2100
21581,RegionD,2102
17636,RegionD,2103
32397,RegionB,2104
27397,RegionB,2105
9082,RegionB,2105
16568,RegionB,2105
49220,RegionC,2102
6146,RegionC,2099
5511,RegionD,2103
38401,RegionF,2100
39182,RegionB,2105
33751,RegionD,2099
1471,RegionE,2098
15943,RegionC,2105
31075,RegionC,2103
2447,RegionA,2105
1362,RegionC,2100
687,RegionC,2102
11019,RegionD,2098
40902,RegionA,2099
8853,RegionF,2107
33001,RegionC,2101
9062,RegionD,2099
4470,RegionE,2102
986,RegionD,2101
4849,RegionA,2101
6492,RegionD,2101
36490,RegionE,2101
42981,RegionA,2100
12983,RegionD,2097
2361,RegionF,2098
44851,RegionA,2097
19309,RegionC,2097
43158,RegionE,2099
41455,RegionE,2101
48452,RegionE,2097
3945,RegionB,2099
43648,RegionF,2095
37480,RegionB,2097
47460,RegionA,2107
41820,RegionE,2099
10143,RegionD,2098
20725,RegionD,2099
29936,RegionE,2096
27132,RegionC,2102
49964,RegionD,2096
7317,RegionF,2104
49294,RegionB,2105
41208,RegionD,2097
46552,RegionD,2098
31387,RegionE,2097
34930,RegionD,2095
2497,RegionA,2100
11380,RegionF,2097
35011,RegionE,2094
38618,RegionA,2104
42309,RegionC,2105
36001,RegionC,2095
45457,RegionE,2104
7418,RegionD,2094
20444,RegionF,2104
44464,RegionF,2106
18315,RegionE,2105
29944,RegionB,2096
32237,RegionE,2105
47024,RegionB,2105
32586,RegionE,2102
42392,RegionB,2094
31541,RegionD,2107
4973,RegionC,2108
6133,RegionD,2096
39744,RegionA,2096
47816,RegionC,2102
15247,RegionD,2107
18880,RegionB,2095
5480,RegionF,2094
27449,RegionD,2093
33668,RegionC,2108
49970,RegionE,2108
31444,RegionF,2103
3511,RegionE,2102
12349,RegionD,2102
4389,RegionE,2108
26968,RegionD,2102
5617,RegionE,2094
18314,RegionE,2102
16875,RegionE,2107
3237,RegionD,2095
23961,RegionF,2094
38288,RegionB,2093
1622,RegionD,2092
49741,RegionD,2092
46661,RegionD,2101
39754,RegionC,2092
21417,RegionF,2102
14454,RegionB,2103
32111,RegionE,2108
14745,RegionC,2108
31312,RegionE,2093
32349,RegionD,2105
9657,RegionE,2103
47500,RegionA,2107
14462,RegionD,2104
10633,RegionD,2106
38356,RegionE,2105
8578,RegionF,2107
23614,RegionA,2103
14425,RegionE,2108
43864,RegionF,2091
31618,RegionE,2092
7449,RegionF,2107
25425,RegionD,2093
41771,RegionD,2092
25567,RegionE,2105
31475,RegionD,2105
21620,RegionC,2104
44882,RegionA,2091
30352,RegionC,2100
16682,RegionA,2107
4065,RegionD,2100
12881,RegionE,2091
10061,RegionA,2103
30675,RegionA,2101
3899,RegionD,2101
40106,RegionC,2092
20327,RegionD,2092
45876,RegionA,2108
32073,RegionD,2101
10935,RegionE,2090
35981,RegionD,2091
4725,RegionA,2090
2610,RegionF,2102
10353,RegionE,2104
23608,RegionB,2090
26601,RegionA,2101
34901,RegionD,2107
26736,RegionB,2105
30244,RegionB,2099
33218,RegionD,2091
38452,RegionD,2109
13637,RegionA,2093
33995,RegionB,2100
25431,RegionD,2089
2546,RegionF,2090
16079,RegionE,2091
46219,RegionB,2091
49156,RegionD,2089
6439,RegionE,2101
45610,RegionA,2106
33919,RegionD,2089
29675,RegionE,2109
22473,RegionE,2109
41906,RegionD,2103
8570,RegionB,2102
45046,RegionD,2090
17156,RegionE,2089
49818,RegionD,2090
23807,RegionF,2088
3033,RegionC,2101
40463,RegionB,2089
28924,RegionD,2089
6733,RegionF,2104
36804,RegionA,2108
49090,RegionC,2088
21391,RegionB,2109
239,RegionA,2103
16069,RegionA,2103
35464,RegionD,2104
19439,RegionA,2088
44704,RegionE,2089
14766,RegionD,2103
30376,RegionD,2088
28894,RegionD,2100
39755,RegionE,2106
42448,RegionC,2089
38117,RegionF,2099
44588,RegionD,2087
23379,RegionF,2110
37054,RegionD,2105
35396,RegionF,2087
48522,RegionE,2109
7560,RegionE,2087
16004,RegionB,2107
46631,RegionA,2108
18763,RegionE,2100
38251,RegionB,2104
32391,RegionE,2087
21233,RegionB,2088
47564,RegionF,2105
39850,RegionB,2087
15056,RegionD,2088
15391,RegionE,2087
1130,RegionF,2087
44257,RegionD,2088
47202,RegionE,2101
9297,RegionC,2109
24086,RegionD,2086
31740,RegionD,2124
29422,RegionD,2086
39936,RegionA,2103
39365,RegionD,2088
18632,RegionE,2085
802,RegionF,2088
46953,RegionD,2124
20602,RegionE,2129
47868,RegionA,2106
21222,RegionD,2134
20777,RegionD,2087
5418,RegionD,2087
35242,RegionF,2086
49662,RegionF,2085
2808,RegionB,2102
41224,RegionA,2124
27439,RegionC,2134
1728,RegionC,2087
9467,RegionE,2087
15399,RegionD,2084
29070,RegionA,2108
20388,RegionD,2084
28066,RegionA,2134
27747,RegionD,2084
42651,RegionE,2083
40027,RegionB,2086
28078,RegionA,2083
30295,RegionC,2084
23704,RegionA,2101
33769,RegionE,2133
28057,RegionD,2084
36962,RegionD,2085
37444,RegionD,2087
8827,RegionD,2087
39323,RegionD,2087
231,RegionD,2086
16332,RegionF,2083
29780,RegionD,2083
4841,RegionE,2084
5535,RegionD,2083
11590,RegionE,2082
38953,RegionA,2086
38383,RegionE,2087
29440,RegionA,2084
23088,RegionE,2086
24425,RegionB,2127
28075,RegionD,2110
47704,RegionC,2083
36720,RegionA,2106
44011,RegionF,2083
44619,RegionF,2135
3484,RegionE,2086
7486,RegionF,2083
34214,RegionE,2086
32951,RegionB,2084
27049,RegionA,2084
13310,RegionF,2083
24567,RegionC,2083
34612,RegionD,2081
14321,RegionE,2086
25361,RegionC,2114
4697,RegionD,2083
33066,RegionC,2086
28387,RegionE,2082
39459,RegionD,2083
23151,RegionE,2085
6801,RegionE,2086
32883,RegionD,2081
10577,RegionE,2081
22759,RegionF,2081
15450,RegionD,2085
31324,RegionB,2081
16709,RegionC,2083
23755,RegionF,2109
30195,RegionA,2080
48649,RegionA,2177
21399,RegionD,2082
46621,RegionD,2134
20070,RegionD,2082
13544,RegionF,2103
11960,RegionE,2083
45884,RegionC,2082
33468,RegionE,2080
40722,RegionA,2081
29309,RegionD,2084
8112,RegionC,2082
12533,RegionC,2109
19683,RegionF,2080
8012,RegionD,2080
23724,RegionB,2080
28852,RegionB,2082
29646,RegionB,2083
43438,RegionD,2080
4921,RegionC,2147
7884,RegionD,2080
18255,RegionD,2078
18131,RegionF,2081
731,RegionF,2078
21453,RegionB,2082
4584,RegionC,2078
25720,RegionD,2080
44255,RegionD,2082
44252,RegionE,2126
934,RegionE,2078
44534,RegionE,2081
16422,RegionF,2130
32165,RegionE,2088
1021,RegionE,2109
820,RegionE,2078
6589,RegionD,2079
22794,RegionA,2078
45531,RegionE,2077
15553,RegionB,2079
30531,RegionD,2078
49031,RegionD,2083
33248,RegionD,2081
41713,RegionC,2081
6734,RegionD,2081
27514,RegionD,2082
40650,RegionE,2078
29077,RegionB,2079
45075,RegionF,2077
13373,RegionD,2080
26334,RegionF,2082
49773,RegionC,2082
34937,RegionD,2078
36395,RegionD,2076
27972,RegionF,2080
25061,RegionE,2079
17388,RegionF,2079
27378,RegionD,2079
12149,RegionB,2077
43612,RegionE,2079
6280,RegionA,2080
80,RegionC,2079
48429,RegionD,2077
33439,RegionE,2076
12961,RegionB,2078
27538,RegionF,2079
39252,RegionA,2077
6899,RegionF,2078
48079,RegionD,2083
24980,RegionD,2083
30589,RegionF,2075
26573,RegionD,2076
9067,RegionF,2075
22676,RegionD,2076
3708,RegionA,2078
46488,RegionF,2075
19907,RegionD,2074
38809,RegionE,2078
28432,RegionD,2078
22615,RegionD,2079
42647,RegionB,2079
25324,RegionC,2078
13660,RegionE,2079
11144,RegionB,2078
18365,RegionD,2080
35281,RegionB,2076
42693,RegionE,2076
26981,RegionD,2077
34030,RegionD,2077
46286,RegionE,2077
1526,RegionE,2075
26013,RegionB,2074
27858,RegionD,2074
16477,RegionF,2073
16143,RegionC,2077
34952,RegionF,2078
33566,RegionA,2077
39928,RegionA,2076
18349,RegionD,2082
48354,RegionA,2074
7511,RegionB,2082
7550,RegionD,2077
18071,RegionD,2077
36632,RegionD,2082
48497,RegionE,2074
826,RegionC,2076
46982,RegionD,2077
13558,RegionA,2076
21979,RegionE,2077
38362,RegionF,2076
6503,RegionD,2076
33794,RegionE,2073
38910,RegionD,2074
49535,RegionD,2075
36815,RegionE,2072
40461,RegionD,2079
2085,RegionD,2075
36022,RegionD,2072
14142,RegionD,2073
37202,RegionE,2073
35932,RegionA,2074
41571,RegionD,2072
32077,RegionC,2074
35623,RegionF,2076
17354,RegionF,2074
24417,RegionD,2073
27665,RegionB,2076
25827,RegionF,2073
26449,RegionD,2073
43913,RegionF,2079
14516,RegionD,2072
21466,RegionD,2082
7268,RegionB,2077
37600,RegionD,2076
49028,RegionF,2074
18044,RegionD,2075
46333,RegionD,2080
11497,RegionE,2070
31155,RegionD,2071
2705,RegionD,2073
13055,RegionF,2070
37991,RegionD,2073
41512,RegionE,2074
1258,RegionF,2070
1610,RegionD,2070
14256,RegionD,2074
32492,RegionE,2071
7131,RegionA,2070
10082,RegionB,2071
19144,RegionD,2075
14186,RegionC,2072
17950,RegionD,2075
13513,RegionD,2069
31001,RegionD,2073
12111,RegionF,2071
23489,RegionB,2073
36734,RegionE,2068
19691,RegionC,2068
6773,RegionD,2068
11029,RegionE,2071
19495,RegionD,2068
38918,RegionE,2070
15408,RegionD,2071
21717,RegionE,2072
26095,RegionE,2072
9237,RegionD,2068
21665,RegionA,2072
16358,RegionD,2069
28652,RegionB,2068
9717,RegionE,2069
49619,RegionC,2071
32438,RegionF,2067
47730,RegionA,2073
28567,RegionD,2068
46651,RegionD,2070
17422,RegionE,2070
22333,RegionD,2067
22083,RegionE,2070
27129,RegionF,2068
43900,RegionD,2071
40009,RegionA,2073
20974,RegionF,2072
47366,RegionE,2066
10603,RegionD,2067
48357,RegionA,2073
26604,RegionF,2070
46917,RegionA,2066
31254,RegionC,2068
29103,RegionD,2069
24482,RegionD,2070
2215,RegionF,2066
293,RegionE,2067
20198,RegionD,2068
24203,RegionD,2083
9007,RegionD,2066
2095,RegionF,2068
24509,RegionF,2082
24580,RegionD,2066
14848,RegionD,2075
12940,RegionF,2069
43335,RegionE,2068
33212,RegionD,2068
47428,RegionA,2068
36726,RegionD,2067
11906,RegionA,2082
3012,RegionF,2067
22853,RegionE,2113
1094,RegionB,2133
20652,RegionF,2066
49320,RegionC,2067
10571,RegionB,2066
2344,RegionD,2065
15974,RegionF,2135
15562,RegionD,2075
35752,RegionD,2066
34321,RegionD,2080
19830,RegionE,2064
30029,RegionD,2064
37710,RegionE,2063
16409,RegionD,2063
25225,RegionE,2100
48995,RegionF,2066
36463,RegionD,2065
12174,RegionA,2064
4083,RegionD,2133
3768,RegionE,2065
38775,RegionF,2183
32880,RegionE,2162
11827,RegionD,2066
47602,RegionD,2063
4534,RegionD,2126
49350,RegionB,2105
23400,RegionF,2064
46208,RegionB,2063
27032,RegionD,2063
25576,RegionA,2177
5313,RegionE,2066
36925,RegionD,2065
27095,RegionC,2063
13121,RegionF,2064
42278,RegionD,2110
14977,RegionD,2113
29282,RegionB,2099
41126,RegionE,2065
44523,RegionD,2066
15494,RegionC,2064
48198,RegionB,2113
49467,RegionF,2062
15636,RegionA,2063
26615,RegionD,2065
38419,RegionD,2064
42822,RegionF,2063
1110,RegionF,2129
29708,RegionD,2061
34716,RegionE,2064
8168,RegionD,2062
12435,RegionA,2105
43424,RegionE,2079
16170,RegionE,2062
7171,RegionF,2063
39445,RegionD,2164
22504,RegionD,2063
44733,RegionE,2062
25891,RegionB,2065
29195,RegionD,2126
45268,RegionD,2063
43725,RegionE,2129
689,RegionA,2063
22353,RegionC,2060
42580,RegionA,2063
16811,RegionF,2065
13266,RegionF,2065
40839,RegionD,2064
13567,RegionE,2063
36802,RegionF,2063
15931,RegionB,2062
24544,RegionD,2061
10329,RegionD,2062
39658,RegionD,2102
20977,RegionD,2061
18502,RegionF,2061
30855,RegionF,2061
23101,RegionD,2062
25830,RegionD,2062
15357,RegionE,2061
20574,RegionE,2063
48694,RegionF,2060
38325,RegionD,2083
14216,RegionE,2064
23899,RegionD,2060
8491,RegionB,2064
1242,RegionE,2058
19041,RegionF,2063
5682,RegionD,2063
43342,RegionF,2058
23223,RegionE,2063
46886,RegionF,2058
35626,RegionD,2107
32370,RegionF,2060
29722,RegionB,2057
22816,RegionA,2057
22439,RegionF,2060
11446,RegionD,2059
5909,RegionE,2062
6489,RegionE,2061
35880,RegionD,2060
21721,RegionF,2060
9922,RegionB,2063
13364,RegionC,2062
17526,RegionF,2061
18701,RegionD,2062
24278,RegionF,2061
31626,RegionD,2061
19594,RegionF,2059
35638,RegionD,2060
38455,RegionD,2058
39782,RegionF,2059
21265,RegionD,2061
30576,RegionE,2060
6741,RegionA,2062
41564,RegionF,2057
49515,RegionD,2059
2622,RegionA,2061
27168,RegionD,2057
13096,RegionF,2061
2475,RegionE,2059
3061,RegionD,2057
12132,RegionF,2060
15263,RegionE,2057
6279,RegionD,2056
3813,RegionA,2062
10877,RegionC,2057
42340,RegionA,2061
17848,RegionB,2061
22972,RegionF,2061
30373,RegionA,2061
37536,RegionF,2057
41199,RegionE,2061
5624,RegionE,2057
24374,RegionF,2056
12919,RegionD,2059
47926,RegionC,2056
22755,RegionD,2056
10530,RegionE,2055
25248,RegionB,2060
33727,RegionD,2057
16450,RegionF,2057
38574,RegionD,2057
44957,RegionD,2056
13626,RegionD,2056
2548,RegionA,2056
22252,RegionD,2055
33428,RegionD,2057
22751,RegionA,2059
34245,RegionF,2059
35597,RegionB,2059
38415,RegionE,2056
4955,RegionF,2055
15888,RegionD,2056
49562,RegionF,2057
38318,RegionF,2057
20508,RegionD,2057
20231,RegionE,2058
36625,RegionD,2054
37408,RegionC,2058
26342,RegionF,2057
44825,RegionD,2055
5868,RegionF,2055
34314,RegionC,2059
38741,RegionE,2056
45305,RegionB,2055
49771,RegionE,2061
5364,RegionC,2057
37694,RegionE,2053
1152,RegionA,2055
6387,RegionA,2056
14664,RegionD,2056
22894,RegionD,2053
14393,RegionD,2058
40193,RegionD,2053
36261,RegionC,2058
30891,RegionA,2056
16038,RegionF,2052
27869,RegionE,2055
46469,RegionB,2055
1747,RegionC,2052
33188,RegionE,2061
19545,RegionA,2060
10648,RegionE,2055
20307,RegionD,2055
42850,RegionA,2054
1901,RegionA,2061
30697,RegionF,2058
3818,RegionE,2053
24945,RegionC,2061
902,RegionF,2056
18971,RegionB,2060
21805,RegionF,2055
24449,RegionD,2056
22416,RegionE,2052
41778,RegionF,2055
9721,RegionD,2051
7491,RegionA,2052
18782,RegionB,2054
31578,RegionD,2053
24585,RegionB,2053
45125,RegionC,2054
9640,RegionF,2053
24058,RegionF,2053
42735,RegionD,2052
21221,RegionF,2053
49820,RegionA,2055
22344,RegionE,2059
39121,RegionD,2052
3492,RegionC,2055
33862,RegionB,2052
27677,RegionB,2061
25970,RegionE,2052
33091,RegionE,2053
18925,RegionE,2050
11211,RegionD,2051
46607,RegionD,2049
17637,RegionF,2051
4772,RegionE,2049
18370,RegionA,2052
24352,RegionD,2055
47407,RegionC,2052
48287,RegionB,2051
39402,RegionC,2051
3075,RegionD,2055
44604,RegionB,2053
32827,RegionE,2051
47932,RegionD,2052
24473,RegionF,2050
38733,RegionA,2050
7334,RegionE,2054
49832,RegionC,2049
6547,RegionD,2051
34473,RegionE,2054
31483,RegionD,2052
14798,RegionD,2048
36205,RegionF,2048
12778,RegionA,2053
49046,RegionD,2051
42067,RegionB,2050
16546,RegionF,2049
36365,RegionD,2049
25536,RegionE,2048
14811,RegionA,2048
21315,RegionC,2048
47036,RegionA,2054
29072,RegionD,2050
41552,RegionD,2048
45873,RegionD,2050
12998,RegionD,2050
13713,RegionE,2054
24801,RegionC,2053
1118,RegionD,2048
38088,RegionD,2054
3700,RegionD,2047
48692,RegionE,2054
32129,RegionF,2048
46374,RegionD,2055
24499,RegionE,2048
24312,RegionD,2054
24720,RegionC,2049
42038,RegionD,2048
48155,RegionA,2054
32814,RegionF,2048
45924,RegionD,2049
17401,RegionB,2048
24301,RegionF,2047
7431,RegionD,2048
12890,RegionC,2053
20196,RegionE,2059
475,RegionE,2049
44239,RegionE,2049
48836,RegionD,2046
30415,RegionD,2062
49215,RegionF,2045
12808,RegionF,2058
1544,RegionB,2061
31466,RegionC,2061
44860,RegionB,2048
3352,RegionD,2048
33864,RegionF,2061
9754,RegionA,2060
19862,RegionC,2054
35781,RegionF,2045
1518,RegionD,2045
43822,RegionE,2061
43532,RegionF,2045
33452,RegionB,2048
24094,RegionD,2046
37593,RegionE,2045
21975,RegionD,2048
30255,RegionD,2048
33472,RegionD,2047
40588,RegionD,2047
31328,RegionC,2059
21714,RegionE,2045
9032,RegionD,2046
4200,RegionE,2061
6031,RegionB,2044
10359,RegionC,2047
45581,RegionF,2061
45862,RegionD,2046
26767,RegionD,2044
23258,RegionF,2046
30218,RegionA,2046
6567,RegionF,2058
5608,RegionE,2054
32551,RegionD,2062
4059,RegionD,2044
46667,RegionD,2045
27775,RegionE,2047
36486,RegionD,2044
6992,RegionE,2047
14938,RegionD,2045
24276,RegionF,2046
18079,RegionC,2046
45513,RegionA,2044
16652,RegionD,2044
8405,RegionB,2046
3873,RegionD,2045
7358,RegionE,2043
9998,RegionC,2053
49081,RegionD,2054
8035,RegionC,2061
5904,RegionC,2059
49699,RegionF,2043
19711,RegionB,2046
48187,RegionE,2043
46579,RegionD,2045
28171,RegionA,2054
34359,RegionD,2045
14258,RegionF,2044
20888,RegionD,2045
18432,RegionD,2041
17219,RegionC,2059
32591,RegionF,2042
5127,RegionA,2060
36393,RegionF,2054
20700,RegionD,2062
42318,RegionC,2045
43337,RegionF,2041
8054,RegionD,2040
36897,RegionA,2045
43677,RegionC,2059
38800,RegionB,2049
12262,RegionD,2043
25899,RegionD,2042
5799,RegionD,2044
44800,RegionE,2040
11499,RegionD,2040
14323,RegionE,2040
33102,RegionD,2040
18821,RegionE,2059
31636,RegionD,2054
3490,RegionC,2040
4526,RegionD,2041
24173,RegionF,2042
28541,RegionA,2043
41068,RegionE,2040
21024,RegionD,2044
24027,RegionD,2044
24127,RegionD,2043
30486,RegionB,2060
7504,RegionD,2043
5148,RegionB,2042
22507,RegionD,2043
31296,RegionD,2043
43691,RegionD,2054
13722,RegionD,2041
11977,RegionD,2039
45913,RegionD,2043
20065,RegionE,2058
3296,RegionF,2038
25155,RegionE,2041
49526,RegionD,2038
46306,RegionD,2043
507,RegionB,2041
9409,RegionA,2038
45978,RegionF,2043
30856,RegionE,2038
43519,RegionD,2042
8433,RegionF,2044
12034,RegionD,2039
2899,RegionA,2041
35223,RegionD,2042
33451,RegionD,2042
14519,RegionA,2040
9767,RegionD,2037
37289,RegionE,2038
5930,RegionF,2037
24120,RegionD,2039
4082,RegionC,2039
35533,RegionB,2040
36858,RegionD,2039
45854,RegionE,2039
10303,RegionA,2059
27504,RegionD,2039
39807,RegionE,2058
12168,RegionD,2039
6348,RegionF,2039
1091,RegionE,2054
4922,RegionB,2061
5537,RegionE,2039
35738,RegionA,2054
25325,RegionE,2039
13066,RegionA,2038
35764,RegionD,2038
5819,RegionF,2036
49890,RegionD,2038
968,RegionE,2037
11567,RegionD,2053
49494,RegionE,2112
33058,RegionE,2054
35053,RegionB,2059
3252,RegionF,2044
31003,RegionB,2036
2142,RegionC,2037
14957,RegionE,2035
42924,RegionD,2035
29952,RegionF,2037
22608,RegionC,2061
9482,RegionB,2035
19040,RegionA,2037
35624,RegionD,2037
34438,RegionE,2109
36283,RegionD,2135
26048,RegionA,2054
7934,RegionD,2036
15575,RegionB,2040
30201,RegionB,2034
26218,RegionF,2058
30563,RegionF,2103
45278,RegionD,2159
8099,RegionE,2103
12138,RegionD,2037
2970,RegionD,2037
43372,RegionE,2037
33259,RegionB,2099
10744,RegionD,2037
46728,RegionD,2037
25439,RegionA,2134
45933,RegionA,2034
44528,RegionD,2033
49628,RegionF,2035
27996,RegionB,2082
24006,RegionE,2037
44821,RegionC,2035
49000,RegionE,2088
20334,RegionE,2034
10313,RegionC,2038
37493,RegionD,2037
14408,RegionC,2033
4069,RegionD,2036
10442,RegionD,2033
37283,RegionF,2032
21657,RegionF,2032
22909,RegionC,2034
35448,RegionE,2037
29190,RegionC,2130
44510,RegionD,2034
23483,RegionD,2035
25908,RegionF,2033
28828,RegionE,2032
47243,RegionD,2032
25695,RegionC,2033
46863,RegionE,2036
28268,RegionF,2035
44593,RegionF,2032
1092,RegionE,2037
44935,RegionD,2032
20081,RegionD,2032
4138,RegionF,2034
8830,RegionC,2036
31782,RegionE,2036
32714,RegionD,2031
17599,RegionC,2036
17754,RegionF,2033
605,RegionC,2034
17341,RegionD,2035
7561,RegionE,2030
19031,RegionE,2031
44043,RegionA,2033
37220,RegionE,2031
19091,RegionA,2030
12409,RegionE,2033
14045,RegionD,2035
33809,RegionD,2034
23022,RegionC,2032
45043,RegionE,2033
10532,RegionD,2036
48924,RegionB,2032
13757,RegionF,2029
45062,RegionD,2030
17079,RegionD,2034
17453,RegionD,2029
5554,RegionA,2029
20776,RegionD,2034
15683,RegionF,2031
39692,RegionA,2036
22609,RegionA,2031
42861,RegionD,2030
41394,RegionE,2029
6443,RegionF,2028
13238,RegionB,2028
28882,RegionD,2029
6145,RegionF,2030
1621,RegionE,2028
28694,RegionF,2030
42643,RegionB,2031
4465,RegionD,2030
18673,RegionD,2028
32338,RegionD,2032
22717,RegionC,2029
33645,RegionD,2033
10025,RegionD,2033
19901,RegionE,2032
26574,RegionE,2029
31172,RegionD,2033
32213,RegionD,2028
45394,RegionF,2030
24785,RegionB,2031
8024,RegionE,2027
31895,RegionC,2029
19277,RegionF,2029
1324,RegionD,2030
41620,RegionA,2031
21174,RegionD,2029
38926,RegionD,2027
19932,RegionD,2034
23568,RegionA,2029
38765,RegionD,2034
49676,RegionF,2028
1206,RegionE,2029
26679,RegionA,2028
40080,RegionE,2030
39899,RegionE,2029
1611,RegionF,2027
10425,RegionD,2026
40667,RegionA,2027
49667,RegionB,2028
3772,RegionD,2028
19655,RegionF,2034
4792,RegionD,2029
26908,RegionC,2028
18269,RegionD,2034
25342,RegionD,2034
23003,RegionD,2028
48895,RegionB,2025
42766,RegionC,2026
10791,RegionD,2025
26471,RegionE,2027
28982,RegionD,2028
37110,RegionF,2025
1492,RegionF,2034
27125,RegionB,2033
12527,RegionA,2028
14024,RegionD,2027
32577,RegionD,2028
47822,RegionD,2034
496,RegionD,2034
26159,RegionE,2026
32170,RegionE,2032
15746,RegionA,2036
39205,RegionD,2034
14659,RegionF,2034
28935,RegionD,2027
41661,RegionA,2028
18516,RegionF,2026
29171,RegionA,2029
8442,RegionE,2024
15650,RegionD,2028
12753,RegionF,2025
35175,RegionD,2027
4106,RegionD,2026
11895,RegionD,2034
20836,RegionF,2027
24578,RegionD,2027
13182,RegionA,2035
20499,RegionE,2032
24990,RegionD,2024
20741,RegionE,2032
15767,RegionA,2025
43421,RegionF,2032
16770,RegionE,2032
27331,RegionA,2026
28200,RegionA,2035
47027,RegionD,2024
21772,RegionF,2027
9226,RegionF,2032
26063,RegionF,2034
4927,RegionD,2026
41930,RegionE,2036
45250,RegionF,2024
14417,RegionF,2023
49671,RegionD,2036
39523,RegionE,2026
47240,RegionE,2023
19745,RegionD,2036
16048,RegionE,2025
8307,RegionD,2026
22736,RegionD,2034
47228,RegionF,2024
39140,RegionE,2023
2249,RegionD,2023
14076,RegionC,2035
20102,RegionD,2036
34682,RegionC,2024
1213,RegionD,2023
16254,RegionD,2035
8886,RegionD,2032
45974,RegionD,2023
4287,RegionD,2024
29594,RegionD,2022
45988,RegionD,2024
29409,RegionA,2023
39297,RegionD,2026
45720,RegionA,2023
26610,RegionC,2024
44542,RegionD,2024
48495,RegionF,2022
23939,RegionD,2021
6699,RegionB,2033
4283,RegionE,2024
15875,RegionD,2023
29986,RegionD,2032
15324,RegionE,2021
22139,RegionD,2022
30031,RegionD,2034
37342,RegionF,2023
46932,RegionA,2033
476,RegionE,2022
9336,RegionD,2024
18907,RegionB,2030
48269,RegionB,2021
24967,RegionD,2025
6289,RegionD,2021
26181,RegionD,2023
28640,RegionE,2020
33145,RegionC,2021
49675,RegionD,2036
9107,RegionF,2021
34749,RegionE,2033
36847,RegionD,2020
28702,RegionA,2022
29123,RegionD,2021
10297,RegionD,2019
44916,RegionF,2019
33701,RegionB,2036
3441,RegionB,2029
3929,RegionD,2032
16673,RegionD,2020
19530,RegionD,2022
34404,RegionE,2036
12550,RegionF,2021
41533,RegionD,2019
42617,RegionE,2019
5533,RegionA,2018
45407,RegionE,2026
9320,RegionA,2033
