TaskID,任务类型,源区域,目标区域,到达小时,开工小时,等待_h,时延_ms,是否迁移
43974,BatchInference,RegionF,RegionD,1515,1515,0.0,25.0,True
30309,BatchInference,RegionD,RegionD,1514,1514,0.0,5.0,False
38548,BatchInference,RegionE,RegionE,1515,1515,0.0,5.0,False
9841,AITraining,RegionD,RegionD,1517,1517,0.0,5.0,False
31233,AITraining,RegionE,RegionE,1515,1515,0.0,5.0,False
41292,AITraining,RegionB,RegionF,1515,1515,0.0,79.0,True
8114,AITraining,RegionC,RegionC,1518,1526,8.0,5.0,False
19668,AITraining,RegionE,RegionB,1517,1517,0.0,74.0,True
29392,AITraining,RegionF,RegionD,1512,1512,0.0,25.0,True
49380,BatchInference,RegionA,RegionD,1516,1516,0.0,65.0,True
31500,BatchInference,RegionB,RegionF,1518,1521,3.0,79.0,True
11266,BatchInference,RegionD,RegionD,1515,1515,0.0,5.0,False
48390,AITraining,RegionD,RegionF,1518,1525,7.0,25.0,True
12123,BatchInference,RegionB,RegionD,1516,1516,0.0,60.0,True
31799,BatchInference,RegionF,RegionD,1515,1515,0.0,25.0,True
4623,AITraining,RegionF,RegionF,1512,1512,0.0,5.0,False
30682,AITraining,RegionE,RegionB,1517,1535,18.0,74.0,True
34399,AITraining,RegionD,RegionE,1511,1511,0.0,22.0,True
21389,AITraining,RegionF,RegionF,1517,1525,8.0,5.0,False
40017,AITraining,RegionE,RegionB,1516,1516,0.0,74.0,True
27628,AITraining,RegionA,RegionF,1517,1535,18.0,82.0,True
30696,AITraining,RegionE,RegionD,1512,1512,0.0,22.0,True
34350,AITraining,RegionF,RegionD,1513,1513,0.0,25.0,True
41432,AITraining,RegionD,RegionD,1515,1515,0.0,5.0,False
49980,BatchInference,RegionD,RegionC,1512,1512,0.0,58.0,True
14420,BatchInference,RegionC,RegionD,1513,1513,0.0,58.0,True
30645,BatchInference,RegionF,RegionF,1517,1530,13.0,5.0,False
3864,BatchInference,RegionA,RegionE,1514,1514,0.0,78.0,True
19413,BatchInference,RegionD,RegionE,1513,1513,0.0,22.0,True
7291,AITraining,RegionE,RegionB,1512,1512,0.0,74.0,True
43635,AITraining,RegionD,RegionD,1514,1514,0.0,5.0,False
24761,AITraining,RegionF,RegionD,1511,1511,0.0,25.0,True
13487,AITraining,RegionD,RegionE,1514,1514,0.0,22.0,True
37449,AITraining,RegionD,RegionF,1511,1511,0.0,25.0,True
40298,AITraining,RegionE,RegionE,1511,1511,0.0,5.0,False
45012,AITraining,RegionD,RegionD,1513,1513,0.0,5.0,False
42930,AITraining,RegionF,RegionE,1515,1530,15.0,18.0,True
7420,BatchInference,RegionB,RegionC,1511,1511,0.0,14.0,True
35920,BatchInference,RegionA,RegionE,1513,1524,11.0,78.0,True
28371,BatchInference,RegionB,RegionE,1514,1527,13.0,74.0,True
14770,BatchInference,RegionE,RegionE,1513,1524,11.0,5.0,False
37626,AITraining,RegionD,RegionD,1510,1510,0.0,5.0,False
10129,AITraining,RegionD,RegionC,1515,1515,0.0,58.0,True
31123,AITraining,RegionF,RegionC,1512,1512,0.0,76.0,True
13805,AITraining,RegionE,RegionF,1515,1530,15.0,18.0,True
5124,AITraining,RegionD,RegionA,1511,1511,0.0,65.0,True
31046,AITraining,RegionB,RegionF,1512,1512,0.0,79.0,True
3277,BatchInference,RegionD,RegionE,1509,1509,0.0,22.0,True
24107,AITraining,RegionD,RegionF,1509,1509,0.0,25.0,True
20711,BatchInference,RegionC,RegionD,1510,1510,0.0,58.0,True
46921,BatchInference,RegionB,RegionE,1511,1511,0.0,74.0,True
32009,BatchInference,RegionF,RegionE,1512,1526,14.0,18.0,True
2559,BatchInference,RegionB,RegionD,1513,1529,16.0,60.0,True
30250,BatchInference,RegionD,RegionD,1514,1535,21.0,5.0,False
11374,AITraining,RegionB,RegionE,1509,1509,0.0,74.0,True
9707,AITraining,RegionF,RegionF,1511,1511,0.0,5.0,False
32198,AITraining,RegionE,RegionD,1511,1511,0.0,22.0,True
29415,AITraining,RegionD,RegionB,1511,1511,0.0,60.0,True
41668,AITraining,RegionD,RegionB,1514,1531,17.0,60.0,True
5800,AITraining,RegionD,RegionD,1511,1511,0.0,5.0,False
13076,BatchInference,RegionD,RegionC,1514,1531,17.0,58.0,True
47305,AITraining,RegionF,RegionD,1512,1529,17.0,25.0,True
12776,AITraining,RegionF,RegionE,1512,1527,15.0,18.0,True
2094,BatchInference,RegionB,RegionD,1508,1508,0.0,60.0,True
28919,BatchInference,RegionE,RegionD,1514,1527,13.0,22.0,True
8771,AITraining,RegionD,RegionA,1508,1508,0.0,65.0,True
24253,AITraining,RegionD,RegionD,1509,1509,0.0,5.0,False
32432,AITraining,RegionD,RegionF,1509,1509,0.0,25.0,True
15380,AITraining,RegionF,RegionD,1513,1527,14.0,25.0,True
21381,AITraining,RegionE,RegionE,1510,1510,0.0,5.0,False
43090,BatchInference,RegionA,RegionD,1512,1535,23.0,65.0,True
23527,BatchInference,RegionE,RegionB,1509,1509,0.0,74.0,True
26466,BatchInference,RegionE,RegionD,1509,1509,0.0,22.0,True
632,BatchInference,RegionC,RegionB,1509,1509,0.0,14.0,True
4855,BatchInference,RegionB,RegionD,1510,1510,0.0,60.0,True
3497,BatchInference,RegionB,RegionD,1509,1509,0.0,60.0,True
8513,BatchInference,RegionF,RegionE,1510,1510,0.0,18.0,True
43916,BatchInference,RegionA,RegionD,1510,1510,0.0,65.0,True
39427,BatchInference,RegionE,RegionE,1512,1523,11.0,5.0,False
1662,AITraining,RegionD,RegionC,1511,1511,0.0,58.0,True
45470,AITraining,RegionA,RegionD,1507,1507,0.0,65.0,True
31692,AITraining,RegionE,RegionE,1512,1535,23.0,5.0,False
5716,AITraining,RegionE,RegionE,1511,1523,12.0,5.0,False
33697,AITraining,RegionD,RegionA,1511,1534,23.0,65.0,True
29685,AITraining,RegionE,RegionF,1512,1521,9.0,18.0,True
9844,AITraining,RegionF,RegionB,1508,1508,0.0,79.0,True
42144,AITraining,RegionF,RegionD,1512,1536,24.0,25.0,True
3823,AITraining,RegionF,RegionF,1507,1507,0.0,5.0,False
14932,AITraining,RegionE,RegionE,1509,1509,0.0,5.0,False
37788,BatchInference,RegionF,RegionF,1510,1510,0.0,5.0,False
21893,BatchInference,RegionD,RegionF,1511,1534,23.0,25.0,True
45602,AITraining,RegionC,RegionF,1511,1535,24.0,76.0,True
1811,BatchInference,RegionB,RegionC,1508,1508,0.0,14.0,True
22037,BatchInference,RegionD,RegionE,1508,1508,0.0,22.0,True
20822,BatchInference,RegionC,RegionE,1508,1508,0.0,70.0,True
43447,BatchInference,RegionD,RegionE,1507,1507,0.0,22.0,True
38171,AITraining,RegionD,RegionC,1508,1508,0.0,58.0,True
37988,AITraining,RegionD,RegionB,1510,1510,0.0,60.0,True
24503,AITraining,RegionE,RegionB,1511,1527,16.0,74.0,True
6223,AITraining,RegionF,RegionF,1510,1510,0.0,5.0,False
15193,AITraining,RegionD,RegionD,1509,1509,0.0,5.0,False
4222,AITraining,RegionF,RegionE,1506,1506,0.0,18.0,True
18816,AITraining,RegionE,RegionF,1508,1508,0.0,18.0,True
18904,AITraining,RegionA,RegionD,1507,1507,0.0,65.0,True
28422,AITraining,RegionB,RegionD,1511,1525,14.0,60.0,True
37454,BatchInference,RegionF,RegionC,1509,1509,0.0,76.0,True
22428,BatchInference,RegionB,RegionA,1509,1509,0.0,12.0,True
15298,BatchInference,RegionB,RegionF,1505,1505,0.0,79.0,True
36246,BatchInference,RegionE,RegionD,1506,1506,0.0,22.0,True
14483,BatchInference,RegionA,RegionE,1505,1505,0.0,78.0,True
18396,BatchInference,RegionD,RegionA,1507,1507,0.0,65.0,True
45087,BatchInference,RegionD,RegionA,1510,1510,0.0,65.0,True
37855,AITraining,RegionC,RegionF,1506,1506,0.0,76.0,True
27500,AITraining,RegionD,RegionD,1506,1506,0.0,5.0,False
9323,AITraining,RegionD,RegionA,1510,1510,0.0,65.0,True
14530,AITraining,RegionD,RegionE,1508,1508,0.0,22.0,True
15745,AITraining,RegionD,RegionB,1505,1505,0.0,60.0,True
30740,AITraining,RegionD,RegionA,1507,1507,0.0,65.0,True
5218,AITraining,RegionE,RegionD,1508,1508,0.0,22.0,True
30421,AITraining,RegionF,RegionE,1507,1507,0.0,18.0,True
5345,AITraining,RegionF,RegionC,1506,1506,0.0,76.0,True
9035,AITraining,RegionE,RegionF,1505,1505,0.0,18.0,True
12142,BatchInference,RegionA,RegionA,1509,1525,16.0,5.0,False
28698,BatchInference,RegionA,RegionD,1504,1504,0.0,65.0,True
23140,AITraining,RegionF,RegionF,1508,1508,0.0,5.0,False
37421,AITraining,RegionF,RegionD,1504,1504,0.0,25.0,True
37848,AITraining,RegionB,RegionE,1505,1505,0.0,74.0,True
30932,AITraining,RegionE,RegionB,1509,1509,0.0,74.0,True
46147,AITraining,RegionD,RegionC,1503,1503,0.0,58.0,True
31488,AITraining,RegionD,RegionF,1507,1507,0.0,25.0,True
34169,AITraining,RegionD,RegionD,1507,1507,0.0,5.0,False
24691,BatchInference,RegionB,RegionA,1506,1506,0.0,12.0,True
37184,AITraining,RegionF,RegionD,1508,1508,0.0,25.0,True
37917,BatchInference,RegionD,RegionF,1509,1523,14.0,25.0,True
18910,BatchInference,RegionF,RegionE,1506,1506,0.0,18.0,True
20662,BatchInference,RegionA,RegionD,1508,1508,0.0,65.0,True
32028,BatchInference,RegionE,RegionF,1503,1503,0.0,18.0,True
13715,BatchInference,RegionF,RegionE,1504,1504,0.0,18.0,True
25297,BatchInference,RegionD,RegionE,1509,1531,22.0,22.0,True
33872,BatchInference,RegionF,RegionE,1503,1503,0.0,18.0,True
22496,AITraining,RegionE,RegionB,1508,1508,0.0,74.0,True
29315,AITraining,RegionD,RegionE,1507,1507,0.0,22.0,True
10823,AITraining,RegionB,RegionA,1504,1504,0.0,12.0,True
44174,AITraining,RegionD,RegionD,1507,1507,0.0,5.0,False
48920,AITraining,RegionF,RegionF,1505,1505,0.0,5.0,False
29621,AITraining,RegionF,RegionD,1502,1502,0.0,25.0,True
43084,AITraining,RegionD,RegionD,1505,1505,0.0,5.0,False
17157,BatchInference,RegionD,RegionE,1502,1502,0.0,22.0,True
24397,AITraining,RegionD,RegionF,1502,1502,0.0,25.0,True
9078,BatchInference,RegionA,RegionB,1507,1507,0.0,12.0,True
14162,BatchInference,RegionA,RegionB,1502,1502,0.0,12.0,True
33342,BatchInference,RegionA,RegionD,1508,1508,0.0,65.0,True
19025,BatchInference,RegionC,RegionB,1506,1506,0.0,14.0,True
21063,AITraining,RegionD,RegionB,1504,1504,0.0,60.0,True
22147,AITraining,RegionD,RegionE,1503,1503,0.0,22.0,True
33275,AITraining,RegionF,RegionF,1502,1502,0.0,5.0,False
32785,AITraining,RegionD,RegionC,1507,1507,0.0,58.0,True
8564,AITraining,RegionE,RegionC,1507,1507,0.0,70.0,True
4045,AITraining,RegionF,RegionC,1505,1505,0.0,76.0,True
44182,AITraining,RegionE,RegionD,1502,1502,0.0,22.0,True
9772,BatchInference,RegionE,RegionD,1506,1506,0.0,22.0,True
42628,BatchInference,RegionE,RegionD,1505,1505,0.0,22.0,True
19479,BatchInference,RegionD,RegionF,1507,1507,0.0,25.0,True
47604,BatchInference,RegionB,RegionD,1503,1503,0.0,60.0,True
38290,BatchInference,RegionC,RegionF,1507,1507,0.0,76.0,True
23520,BatchInference,RegionD,RegionD,1506,1506,0.0,5.0,False
25606,BatchInference,RegionE,RegionD,1506,1506,0.0,22.0,True
23511,AITraining,RegionD,RegionD,1503,1503,0.0,5.0,False
47743,AITraining,RegionE,RegionA,1505,1505,0.0,78.0,True
1000,AITraining,RegionE,RegionE,1503,1503,0.0,5.0,False
30180,AITraining,RegionB,RegionF,1505,1505,0.0,79.0,True
38248,BatchInference,RegionA,RegionD,1505,1505,0.0,65.0,True
20371,BatchInference,RegionD,RegionC,1506,1506,0.0,58.0,True
39777,AITraining,RegionC,RegionF,1503,1503,0.0,76.0,True
11023,AITraining,RegionE,RegionD,1500,1500,0.0,22.0,True
44575,AITraining,RegionE,RegionC,1499,1499,0.0,70.0,True
49504,AITraining,RegionA,RegionE,1505,1505,0.0,78.0,True
660,AITraining,RegionE,RegionE,1504,1504,0.0,5.0,False
49982,AITraining,RegionF,RegionC,1504,1504,0.0,76.0,True
5950,BatchInference,RegionB,RegionA,1502,1502,0.0,12.0,True
32054,BatchInference,RegionE,RegionA,1500,1500,0.0,78.0,True
29293,BatchInference,RegionE,RegionF,1504,1504,0.0,18.0,True
28195,AITraining,RegionD,RegionB,1501,1501,0.0,60.0,True
8332,BatchInference,RegionB,RegionE,1502,1502,0.0,74.0,True
29607,BatchInference,RegionD,RegionE,1500,1500,0.0,22.0,True
4948,BatchInference,RegionC,RegionF,1505,1505,0.0,76.0,True
48855,BatchInference,RegionA,RegionE,1499,1499,0.0,78.0,True
34080,BatchInference,RegionD,RegionA,1502,1502,0.0,65.0,True
28148,AITraining,RegionD,RegionF,1504,1504,0.0,25.0,True
40995,AITraining,RegionF,RegionB,1501,1501,0.0,79.0,True
7121,AITraining,RegionE,RegionE,1500,1500,0.0,5.0,False
11428,AITraining,RegionD,RegionD,1498,1498,0.0,5.0,False
10402,AITraining,RegionF,RegionA,1502,1502,0.0,82.0,True
43498,BatchInference,RegionB,RegionA,1503,1503,0.0,12.0,True
41264,BatchInference,RegionE,RegionA,1502,1502,0.0,78.0,True
14984,BatchInference,RegionC,RegionD,1503,1503,0.0,58.0,True
41681,BatchInference,RegionB,RegionF,1498,1498,0.0,79.0,True
45510,BatchInference,RegionA,RegionE,1498,1498,0.0,78.0,True
11284,AITraining,RegionD,RegionF,1499,1499,0.0,25.0,True
1625,AITraining,RegionF,RegionC,1502,1502,0.0,76.0,True
25986,AITraining,RegionE,RegionE,1497,1497,0.0,5.0,False
18972,AITraining,RegionD,RegionD,1502,1502,0.0,5.0,False
13996,AITraining,RegionF,RegionA,1501,1501,0.0,82.0,True
46359,AITraining,RegionE,RegionD,1500,1500,0.0,22.0,True
9162,BatchInference,RegionE,RegionA,1502,1502,0.0,78.0,True
21486,BatchInference,RegionD,RegionD,1501,1501,0.0,5.0,False
32004,BatchInference,RegionA,RegionA,1499,1499,0.0,5.0,False
21187,BatchInference,RegionA,RegionD,1500,1500,0.0,65.0,True
8768,BatchInference,RegionE,RegionD,1501,1501,0.0,22.0,True
31486,BatchInference,RegionA,RegionA,1503,1503,0.0,5.0,False
41460,BatchInference,RegionD,RegionD,1498,1498,0.0,5.0,False
3039,BatchInference,RegionC,RegionA,1503,1503,0.0,15.0,True
9859,AITraining,RegionC,RegionD,1499,1499,0.0,58.0,True
47609,AITraining,RegionC,RegionF,1501,1501,0.0,76.0,True
10133,BatchInference,RegionF,RegionB,1498,1498,0.0,79.0,True
14058,BatchInference,RegionB,RegionD,1496,1496,0.0,60.0,True
23560,AITraining,RegionF,RegionE,1500,1500,0.0,18.0,True
8969,BatchInference,RegionC,RegionE,1501,1501,0.0,70.0,True
36063,BatchInference,RegionF,RegionE,1502,1502,0.0,18.0,True
25055,BatchInference,RegionE,RegionA,1500,1500,0.0,78.0,True
32873,BatchInference,RegionD,RegionF,1497,1497,0.0,25.0,True
1104,BatchInference,RegionC,RegionA,1498,1498,0.0,15.0,True
40579,BatchInference,RegionB,RegionD,1497,1497,0.0,60.0,True
3802,BatchInference,RegionD,RegionC,1500,1500,0.0,58.0,True
17694,AITraining,RegionE,RegionF,1496,1496,0.0,18.0,True
23658,AITraining,RegionF,RegionD,1496,1496,0.0,25.0,True
22718,AITraining,RegionD,RegionC,1496,1496,0.0,58.0,True
2651,AITraining,RegionD,RegionA,1497,1497,0.0,65.0,True
10036,AITraining,RegionC,RegionB,1499,1499,0.0,14.0,True
22015,AITraining,RegionD,RegionE,1500,1500,0.0,22.0,True
26980,AITraining,RegionD,RegionE,1498,1498,0.0,22.0,True
19522,AITraining,RegionD,RegionD,1498,1498,0.0,5.0,False
29494,BatchInference,RegionC,RegionD,1499,1499,0.0,58.0,True
18902,BatchInference,RegionD,RegionF,1498,1498,0.0,25.0,True
15288,BatchInference,RegionE,RegionE,1496,1496,0.0,5.0,False
39218,BatchInference,RegionF,RegionB,1500,1502,2.0,79.0,True
49988,AITraining,RegionF,RegionB,1497,1497,0.0,79.0,True
14039,AITraining,RegionD,RegionE,1495,1495,0.0,22.0,True
992,AITraining,RegionD,RegionE,1500,1502,2.0,22.0,True
36544,AITraining,RegionD,RegionD,1498,1498,0.0,5.0,False
11625,AITraining,RegionD,RegionD,1496,1496,0.0,5.0,False
29819,AITraining,RegionA,RegionF,1496,1496,0.0,82.0,True
43157,AITraining,RegionD,RegionD,1498,1502,4.0,5.0,False
10468,AITraining,RegionF,RegionF,1500,1501,1.0,5.0,False
35199,BatchInference,RegionB,RegionC,1500,1503,3.0,14.0,True
30615,BatchInference,RegionB,RegionB,1499,1502,3.0,5.0,False
3089,BatchInference,RegionA,RegionD,1496,1496,0.0,65.0,True
49644,BatchInference,RegionB,RegionD,1495,1495,0.0,60.0,True
20578,BatchInference,RegionB,RegionA,1500,1503,3.0,12.0,True
1103,BatchInference,RegionB,RegionC,1498,1503,5.0,14.0,True
628,AITraining,RegionF,RegionE,1498,1498,0.0,18.0,True
28210,AITraining,RegionE,RegionB,1498,1502,4.0,74.0,True
14349,AITraining,RegionE,RegionD,1496,1496,0.0,22.0,True
13875,AITraining,RegionD,RegionF,1498,1501,3.0,25.0,True
11175,AITraining,RegionF,RegionA,1499,1503,4.0,82.0,True
34070,AITraining,RegionB,RegionF,1497,1497,0.0,79.0,True
42942,AITraining,RegionE,RegionE,1497,1497,0.0,5.0,False
43787,AITraining,RegionD,RegionD,1497,1497,0.0,5.0,False
38423,AITraining,RegionE,RegionC,1499,1503,4.0,70.0,True
41463,AITraining,RegionD,RegionA,1496,1496,0.0,65.0,True
44956,AITraining,RegionE,RegionE,1499,1502,3.0,5.0,False
15773,BatchInference,RegionD,RegionD,1494,1494,0.0,5.0,False
31667,BatchInference,RegionE,RegionD,1498,1501,3.0,22.0,True
8420,BatchInference,RegionE,RegionD,1497,1504,7.0,22.0,True
36995,BatchInference,RegionA,RegionE,1494,1494,0.0,78.0,True
34701,BatchInference,RegionB,RegionE,1496,1496,0.0,74.0,True
24706,AITraining,RegionE,RegionF,1497,1505,8.0,18.0,True
30106,AITraining,RegionF,RegionF,1495,1495,0.0,5.0,False
34958,AITraining,RegionD,RegionD,1495,1495,0.0,5.0,False
16860,AITraining,RegionD,RegionE,1492,1492,0.0,22.0,True
39438,AITraining,RegionD,RegionB,1495,1495,0.0,60.0,True
16017,AITraining,RegionF,RegionD,1495,1495,0.0,25.0,True
36112,AITraining,RegionD,RegionD,1497,1501,4.0,5.0,False
5584,BatchInference,RegionC,RegionD,1492,1492,0.0,58.0,True
34,BatchInference,RegionB,RegionD,1494,1494,0.0,60.0,True
34643,BatchInference,RegionC,RegionD,1494,1494,0.0,58.0,True
27499,AITraining,RegionD,RegionD,1492,1492,0.0,5.0,False
36297,AITraining,RegionE,RegionE,1496,1496,0.0,5.0,False
35083,AITraining,RegionE,RegionD,1496,1505,9.0,22.0,True
21364,AITraining,RegionB,RegionE,1497,1502,5.0,74.0,True
17611,AITraining,RegionF,RegionA,1493,1493,0.0,82.0,True
40436,AITraining,RegionE,RegionF,1494,1494,0.0,18.0,True
19640,AITraining,RegionD,RegionC,1497,1506,9.0,58.0,True
16574,AITraining,RegionF,RegionC,1493,1493,0.0,76.0,True
28459,AITraining,RegionE,RegionA,1495,1499,4.0,78.0,True
41377,BatchInference,RegionA,RegionE,1492,1492,0.0,78.0,True
27629,BatchInference,RegionA,RegionD,1493,1493,0.0,65.0,True
20359,BatchInference,RegionE,RegionF,1491,1491,0.0,18.0,True
36207,AITraining,RegionF,RegionE,1494,1494,0.0,18.0,True
39960,BatchInference,RegionA,RegionD,1495,1501,6.0,65.0,True
36416,BatchInference,RegionD,RegionF,1492,1492,0.0,25.0,True
3800,BatchInference,RegionC,RegionB,1497,1503,6.0,14.0,True
35483,BatchInference,RegionC,RegionC,1497,1504,7.0,5.0,False
30323,BatchInference,RegionE,RegionF,1492,1492,0.0,18.0,True
35086,BatchInference,RegionF,RegionD,1494,1494,0.0,25.0,True
30959,AITraining,RegionF,RegionF,1492,1492,0.0,5.0,False
22944,AITraining,RegionF,RegionD,1493,1493,0.0,25.0,True
13043,AITraining,RegionE,RegionE,1493,1493,0.0,5.0,False
18263,AITraining,RegionD,RegionB,1492,1492,0.0,60.0,True
23129,AITraining,RegionC,RegionB,1496,1500,4.0,14.0,True
24609,AITraining,RegionF,RegionC,1496,1505,9.0,76.0,True
24239,AITraining,RegionD,RegionD,1492,1492,0.0,5.0,False
20295,BatchInference,RegionA,RegionB,1495,1503,8.0,12.0,True
30189,BatchInference,RegionC,RegionC,1492,1492,0.0,5.0,False
34043,BatchInference,RegionF,RegionD,1490,1490,0.0,25.0,True
48397,BatchInference,RegionB,RegionD,1495,1501,6.0,60.0,True
24802,BatchInference,RegionA,RegionD,1492,1492,0.0,65.0,True
25224,BatchInference,RegionC,RegionA,1496,1506,10.0,15.0,True
37120,BatchInference,RegionA,RegionD,1490,1490,0.0,65.0,True
42501,BatchInference,RegionC,RegionD,1493,1493,0.0,58.0,True
11867,BatchInference,RegionB,RegionE,1495,1501,6.0,74.0,True
7978,BatchInference,RegionB,RegionE,1493,1493,0.0,74.0,True
8976,BatchInference,RegionC,RegionD,1493,1493,0.0,58.0,True
44016,BatchInference,RegionB,RegionE,1494,1504,10.0,74.0,True
39379,AITraining,RegionD,RegionC,1493,1493,0.0,58.0,True
47039,AITraining,RegionD,RegionD,1492,1492,0.0,5.0,False
32208,AITraining,RegionD,RegionE,1489,1489,0.0,22.0,True
7278,AITraining,RegionE,RegionD,1494,1501,7.0,22.0,True
42508,AITraining,RegionD,RegionF,1493,1493,0.0,25.0,True
9350,AITraining,RegionE,RegionD,1490,1490,0.0,22.0,True
15524,AITraining,RegionF,RegionD,1493,1502,9.0,25.0,True
3798,AITraining,RegionC,RegionF,1490,1490,0.0,76.0,True
13698,BatchInference,RegionB,RegionD,1491,1491,0.0,60.0,True
27179,BatchInference,RegionD,RegionA,1492,1492,0.0,65.0,True
42566,AITraining,RegionD,RegionD,1490,1490,0.0,5.0,False
21422,BatchInference,RegionF,RegionE,1495,1499,4.0,18.0,True
6338,BatchInference,RegionB,RegionE,1492,1501,9.0,74.0,True
15569,BatchInference,RegionD,RegionC,1494,1503,9.0,58.0,True
19102,BatchInference,RegionB,RegionD,1491,1491,0.0,60.0,True
20657,BatchInference,RegionB,RegionE,1495,1506,11.0,74.0,True
36615,BatchInference,RegionA,RegionE,1493,1504,11.0,78.0,True
2519,AITraining,RegionC,RegionE,1492,1492,0.0,70.0,True
24103,AITraining,RegionE,RegionB,1493,1503,10.0,74.0,True
23117,AITraining,RegionD,RegionF,1488,1488,0.0,25.0,True
46639,AITraining,RegionD,RegionD,1489,1489,0.0,5.0,False
29939,AITraining,RegionD,RegionE,1494,1499,5.0,22.0,True
37640,AITraining,RegionD,RegionA,1491,1491,0.0,65.0,True
35498,AITraining,RegionF,RegionB,1491,1491,0.0,79.0,True
24988,AITraining,RegionE,RegionD,1491,1491,0.0,22.0,True
46678,AITraining,RegionD,RegionE,1492,1504,12.0,22.0,True
20191,BatchInference,RegionB,RegionC,1490,1490,0.0,14.0,True
20347,BatchInference,RegionA,RegionA,1491,1503,12.0,5.0,False
29690,BatchInference,RegionB,RegionC,1493,1500,7.0,14.0,True
17967,BatchInference,RegionA,RegionE,1490,1490,0.0,78.0,True
17538,BatchInference,RegionE,RegionD,1489,1489,0.0,22.0,True
20376,BatchInference,RegionC,RegionD,1493,1504,11.0,58.0,True
8647,BatchInference,RegionB,RegionD,1491,1528,37.0,60.0,True
44625,AITraining,RegionD,RegionF,1492,1506,14.0,25.0,True
41952,AITraining,RegionE,RegionC,1490,1490,0.0,70.0,True
19514,AITraining,RegionA,RegionD,1487,1487,0.0,65.0,True
41631,AITraining,RegionF,RegionD,1492,1507,15.0,25.0,True
8237,AITraining,RegionF,RegionE,1488,1488,0.0,18.0,True
24479,BatchInference,RegionF,RegionD,1490,1490,0.0,25.0,True
33620,BatchInference,RegionC,RegionF,1491,1527,36.0,76.0,True
40155,BatchInference,RegionE,RegionD,1488,1488,0.0,22.0,True
48926,BatchInference,RegionF,RegionE,1493,1506,13.0,18.0,True
28229,BatchInference,RegionD,RegionF,1490,1490,0.0,25.0,True
13942,BatchInference,RegionD,RegionE,1488,1488,0.0,22.0,True
22391,BatchInference,RegionD,RegionE,1490,1490,0.0,22.0,True
29906,AITraining,RegionD,RegionA,1489,1489,0.0,65.0,True
18239,AITraining,RegionE,RegionF,1491,1491,0.0,18.0,True
7976,AITraining,RegionB,RegionE,1490,1490,0.0,74.0,True
26541,AITraining,RegionD,RegionD,1489,1489,0.0,5.0,False
7162,AITraining,RegionF,RegionB,1489,1489,0.0,79.0,True
13809,AITraining,RegionD,RegionF,1492,1500,8.0,25.0,True
39572,AITraining,RegionF,RegionD,1491,1491,0.0,25.0,True
48772,BatchInference,RegionC,RegionE,1490,1490,0.0,70.0,True
48024,BatchInference,RegionB,RegionE,1487,1487,0.0,74.0,True
47975,BatchInference,RegionF,RegionF,1489,1489,0.0,5.0,False
42323,BatchInference,RegionB,RegionD,1487,1487,0.0,60.0,True
24282,BatchInference,RegionF,RegionD,1490,1490,0.0,25.0,True
34568,BatchInference,RegionA,RegionD,1488,1488,0.0,65.0,True
40520,BatchInference,RegionB,RegionF,1489,1489,0.0,79.0,True
24424,BatchInference,RegionD,RegionE,1486,1486,0.0,22.0,True
26101,AITraining,RegionD,RegionE,1489,1489,0.0,22.0,True
30132,AITraining,RegionE,RegionE,1491,1491,0.0,5.0,False
38822,AITraining,RegionE,RegionD,1487,1487,0.0,22.0,True
23681,AITraining,RegionD,RegionF,1487,1487,0.0,25.0,True
28213,AITraining,RegionD,RegionD,1489,1489,0.0,5.0,False
4229,AITraining,RegionF,RegionE,1486,1486,0.0,18.0,True
38094,AITraining,RegionE,RegionC,1489,1489,0.0,70.0,True
41532,AITraining,RegionE,RegionF,1489,1489,0.0,18.0,True
21951,AITraining,RegionE,RegionD,1485,1485,0.0,22.0,True
18347,BatchInference,RegionA,RegionD,1490,1504,14.0,65.0,True
45797,BatchInference,RegionE,RegionB,1488,1488,0.0,74.0,True
19442,BatchInference,RegionA,RegionD,1486,1486,0.0,65.0,True
32108,BatchInference,RegionF,RegionD,1488,1488,0.0,25.0,True
10289,BatchInference,RegionD,RegionF,1489,1489,0.0,25.0,True
31841,BatchInference,RegionB,RegionD,1488,1488,0.0,60.0,True
43549,BatchInference,RegionA,RegionA,1490,1500,10.0,5.0,False
20693,AITraining,RegionF,RegionC,1487,1487,0.0,76.0,True
3234,AITraining,RegionC,RegionF,1486,1486,0.0,76.0,True
27416,AITraining,RegionE,RegionB,1490,1490,0.0,74.0,True
2324,AITraining,RegionD,RegionD,1488,1488,0.0,5.0,False
40146,AITraining,RegionD,RegionA,1488,1488,0.0,65.0,True
18943,AITraining,RegionF,RegionE,1484,1484,0.0,18.0,True
42036,AITraining,RegionE,RegionD,1487,1487,0.0,22.0,True
20202,AITraining,RegionF,RegionE,1488,1525,37.0,18.0,True
37009,AITraining,RegionC,RegionE,1488,1529,41.0,70.0,True
2320,BatchInference,RegionE,RegionD,1488,1529,41.0,22.0,True
35265,BatchInference,RegionB,RegionC,1490,1504,14.0,14.0,True
36787,BatchInference,RegionB,RegionE,1490,1506,16.0,74.0,True
14348,BatchInference,RegionC,RegionD,1485,1485,0.0,58.0,True
8230,BatchInference,RegionE,RegionD,1489,1535,46.0,22.0,True
45276,BatchInference,RegionC,RegionE,1487,1487,0.0,70.0,True
